Datum,Differenz in kWh,Kapazität in kWh,Laden/Einspeisen in kWh
2030-02-22 21:30:00,13333.123005712769,0.0,0.0
2030-02-22 21:45:00,13128.224169103018,0.0,0.0
2030-02-22 22:00:00,13186.040168623309,0.0,0.0
2030-02-22 22:15:00,13048.73522573372,0.0,0.0
2030-02-22 22:30:00,12673.065562616175,0.0,0.0
2030-02-22 22:45:00,12572.503737208734,0.0,0.0
2030-02-22 23:00:00,12497.802499835638,0.0,0.0
2030-02-22 23:15:00,12376.707848505746,0.0,0.0
2030-02-22 23:30:00,12159.797720144034,0.0,0.0
2030-02-22 23:45:00,12007.086967058904,0.0,0.0
2030-02-23 00:00:00,11697.63779491324,0.0,0.0
2030-02-23 00:15:00,11501.730789183122,0.0,0.0
2030-02-23 00:30:00,11528.042519447728,0.0,0.0
2030-02-23 00:45:00,11417.60449200472,0.0,0.0
2030-02-23 01:00:00,11439.002409636469,0.0,0.0
2030-02-23 01:15:00,11506.363164513157,0.0,0.0
2030-02-23 01:30:00,11490.82587802703,0.0,0.0
2030-02-23 01:45:00,11549.658492676954,0.0,0.0
2030-02-23 02:00:00,11618.200154615904,0.0,0.0
2030-02-23 02:15:00,11677.676408047773,0.0,0.0
2030-02-23 02:30:00,11777.346848049176,0.0,0.0
2030-02-23 02:45:00,11964.383526993664,0.0,0.0
2030-02-23 03:00:00,12105.487097097124,0.0,0.0
2030-02-23 03:15:00,12202.766549241514,0.0,0.0
2030-02-23 03:30:00,12366.568622723935,0.0,0.0
2030-02-23 03:45:00,12539.68006931766,0.0,0.0
2030-02-23 04:00:00,12629.202722055408,0.0,0.0
2030-02-23 04:15:00,12758.38152316718,0.0,0.0
2030-02-23 04:30:00,13007.435584322655,0.0,0.0
2030-02-23 04:45:00,13355.659139010178,0.0,0.0
2030-02-23 05:00:00,13810.048746798964,0.0,0.0
2030-02-23 05:15:00,13994.483650098351,0.0,0.0
2030-02-23 05:30:00,14455.491074744523,0.0,0.0
2030-02-23 05:45:00,14932.261740060541,0.0,0.0
2030-02-23 06:00:00,15920.091989045175,0.0,0.0
2030-02-23 06:15:00,16462.27470391558,0.0,0.0
2030-02-23 06:30:00,17100.3588797262,0.0,0.0
2030-02-23 06:45:00,17673.13303932869,0.0,0.0
2030-02-23 07:00:00,18233.327936119495,0.0,0.0
2030-02-23 07:15:00,18536.550906544573,0.0,0.0
2030-02-23 07:30:00,18690.331395846948,0.0,0.0
2030-02-23 07:45:00,18797.800873475313,0.0,0.0
2030-02-23 08:00:00,18744.74602852791,0.0,0.0
2030-02-23 08:15:00,18534.99371141928,0.0,0.0
2030-02-23 08:30:00,18354.93903002664,0.0,0.0
2030-02-23 08:45:00,17902.528033926585,0.0,0.0
2030-02-23 09:00:00,17443.44046513672,0.0,0.0
2030-02-23 09:15:00,17052.92824879827,0.0,0.0
2030-02-23 09:30:00,16731.889653644794,0.0,0.0
2030-02-23 09:45:00,16467.82989072597,0.0,0.0
2030-02-23 10:00:00,16050.136949386193,0.0,0.0
2030-02-23 10:15:00,15640.979825669334,0.0,0.0
2030-02-23 10:30:00,15368.31055483588,0.0,0.0
2030-02-23 10:45:00,15150.376489524187,0.0,0.0
2030-02-23 11:00:00,14810.066962385643,0.0,0.0
2030-02-23 11:15:00,14617.696014247731,0.0,0.0
2030-02-23 11:30:00,14274.501014052654,0.0,0.0
2030-02-23 11:45:00,13974.812183593374,0.0,0.0
2030-02-23 12:00:00,13662.21778895818,0.0,0.0
2030-02-23 12:15:00,13550.891807344105,0.0,0.0
2030-02-23 12:30:00,13595.266445634581,0.0,0.0
2030-02-23 12:45:00,13499.172831458132,0.0,0.0
2030-02-23 13:00:00,13474.960736610385,0.0,0.0
2030-02-23 13:15:00,13382.716547595244,0.0,0.0
2030-02-23 13:30:00,13230.101932718837,0.0,0.0
2030-02-23 13:45:00,13175.903984175717,0.0,0.0
2030-02-23 14:00:00,13150.502966981443,0.0,0.0
2030-02-23 14:15:00,13109.555408537035,0.0,0.0
2030-02-23 14:30:00,13237.618507019763,0.0,0.0
2030-02-23 14:45:00,13268.243730111895,0.0,0.0
2030-02-23 15:00:00,13343.16907950502,0.0,0.0
2030-02-23 15:15:00,13207.614209381798,0.0,0.0
2030-02-23 15:30:00,13213.843880943088,0.0,0.0
2030-02-23 15:45:00,13414.283203294006,0.0,0.0
2030-02-23 16:00:00,13688.395308563686,0.0,0.0
2030-02-23 16:15:00,14017.340572048002,0.0,0.0
2030-02-23 16:30:00,14269.289636536543,0.0,0.0
2030-02-23 16:45:00,14433.737714134628,0.0,0.0
2030-02-23 17:00:00,14817.327291086433,0.0,0.0
2030-02-23 17:15:00,15120.386139807935,0.0,0.0
2030-02-23 17:30:00,15488.934659733302,0.0,0.0
2030-02-23 17:45:00,15898.891114550683,0.0,0.0
2030-02-23 18:00:00,16059.3595076515,0.0,0.0
2030-02-23 18:15:00,16087.881636901417,0.0,0.0
2030-02-23 18:30:00,16215.5165765883,0.0,0.0
2030-02-23 18:45:00,16290.905522056557,0.0,0.0
2030-02-23 19:00:00,16110.669720645776,0.0,0.0
2030-02-23 19:15:00,15796.012718774658,0.0,0.0
2030-02-23 19:30:00,15687.145552055837,0.0,0.0
2030-02-23 19:45:00,15368.971017378637,0.0,0.0
2030-02-23 20:00:00,14983.868577654375,0.0,0.0
2030-02-23 20:15:00,14525.707914652772,0.0,0.0
2030-02-23 20:30:00,14403.136079767359,0.0,0.0
2030-02-23 20:45:00,14021.749105590341,0.0,0.0
2030-02-23 21:00:00,13727.599591232847,0.0,0.0
2030-02-23 21:15:00,13479.700130674591,0.0,0.0
2030-02-23 21:30:00,13006.191704411383,0.0,0.0
2030-02-23 21:45:00,12510.167309433049,0.0,0.0
2030-02-23 22:00:00,12422.279592115414,0.0,0.0
2030-02-23 22:15:00,12038.606411083223,0.0,0.0
2030-02-23 22:30:00,11521.328484242804,0.0,0.0
2030-02-23 22:45:00,11185.846061736143,0.0,0.0
2030-02-23 23:00:00,10648.421600428015,0.0,0.0
2030-02-23 23:15:00,10183.94850816533,0.0,0.0
2030-02-23 23:30:00,9949.503374098638,0.0,0.0
2030-02-23 23:45:00,9664.900462727133,0.0,0.0
2030-02-24 00:00:00,9638.684776433376,0.0,0.0
2030-02-24 00:15:00,9243.852998293849,0.0,0.0
2030-02-24 00:30:00,9037.935674244767,0.0,0.0
2030-02-24 00:45:00,8936.118073920858,0.0,0.0
2030-02-24 01:00:00,8536.95067055622,0.0,0.0
2030-02-24 01:15:00,8127.632494760058,0.0,0.0
2030-02-24 01:30:00,7859.1423430485065,0.0,0.0
2030-02-24 01:45:00,7622.059248631363,0.0,0.0
2030-02-24 02:00:00,7603.229533237393,0.0,0.0
2030-02-24 02:15:00,7459.749690947769,0.0,0.0
2030-02-24 02:30:00,7355.592179381865,0.0,0.0
2030-02-24 02:45:00,7313.629597232096,0.0,0.0
2030-02-24 03:00:00,7042.284664620613,0.0,0.0
2030-02-24 03:15:00,7034.1138132258275,0.0,0.0
2030-02-24 03:30:00,7049.957664551628,0.0,0.0
2030-02-24 03:45:00,6966.017485606744,0.0,0.0
2030-02-24 04:00:00,6769.471447033657,0.0,0.0
2030-02-24 04:15:00,6508.086454423223,0.0,0.0
2030-02-24 04:30:00,6540.046611258382,0.0,0.0
2030-02-24 04:45:00,6653.237828737638,0.0,0.0
2030-02-24 05:00:00,7011.887671648756,0.0,0.0
2030-02-24 05:15:00,7019.64428798587,0.0,0.0
2030-02-24 05:30:00,7099.975102435255,0.0,0.0
2030-02-24 05:45:00,7387.686156372874,0.0,0.0
2030-02-24 06:00:00,8015.991356515797,0.0,0.0
2030-02-24 06:15:00,8475.858474845245,0.0,0.0
2030-02-24 06:30:00,8689.256840743832,0.0,0.0
2030-02-24 06:45:00,8906.000643015606,0.0,0.0
2030-02-24 07:00:00,9233.833367182444,0.0,0.0
2030-02-24 07:15:00,9224.276198134605,0.0,0.0
2030-02-24 07:30:00,9203.795872851513,0.0,0.0
2030-02-24 07:45:00,9102.980225543268,0.0,0.0
2030-02-24 08:00:00,8788.327448170267,0.0,0.0
2030-02-24 08:15:00,8607.96576911191,0.0,0.0
2030-02-24 08:30:00,8537.917816845544,0.0,0.0
2030-02-24 08:45:00,8223.758498935118,0.0,0.0
2030-02-24 09:00:00,7673.9536060459795,0.0,0.0
2030-02-24 09:15:00,7159.271221623814,0.0,0.0
2030-02-24 09:30:00,6709.768820295125,0.0,0.0
2030-02-24 09:45:00,6155.778771595564,0.0,0.0
2030-02-24 10:00:00,5443.783066920445,0.0,0.0
2030-02-24 10:15:00,4902.863237192509,0.0,0.0
2030-02-24 10:30:00,4303.90288181779,0.0,0.0
2030-02-24 10:45:00,3819.904295952052,0.0,0.0
2030-02-24 11:00:00,3361.629758434883,0.0,0.0
2030-02-24 11:15:00,3107.4580454473435,0.0,0.0
2030-02-24 11:30:00,2734.4776175710613,0.0,0.0
2030-02-24 11:45:00,2661.1116052023935,0.0,0.0
2030-02-24 12:00:00,2536.883487473682,0.0,0.0
2030-02-24 12:15:00,2254.504632475917,0.0,0.0
2030-02-24 12:30:00,1669.5308388769008,0.0,0.0
2030-02-24 12:45:00,1471.5000994537404,0.0,0.0
2030-02-24 13:00:00,1172.4699506259349,0.0,0.0
2030-02-24 13:15:00,1057.1230847958032,0.0,0.0
2030-02-24 13:30:00,979.047039379624,0.0,0.0
2030-02-24 13:45:00,882.530634973933,0.0,0.0
2030-02-24 14:00:00,1179.1063352722813,0.0,0.0
2030-02-24 14:15:00,1141.396001641042,0.0,0.0
2030-02-24 14:30:00,1387.6429970286736,0.0,0.0
2030-02-24 14:45:00,1705.319894306751,0.0,0.0
2030-02-24 15:00:00,1972.6796355630504,0.0,0.0
2030-02-24 15:15:00,2133.8035235678835,0.0,0.0
2030-02-24 15:30:00,2285.706499950509,0.0,0.0
2030-02-24 15:45:00,2593.829030398265,0.0,0.0
2030-02-24 16:00:00,2925.330207006369,0.0,0.0
2030-02-24 16:15:00,3219.9297611102556,0.0,0.0
2030-02-24 16:30:00,3386.883727522003,0.0,0.0
2030-02-24 16:45:00,3529.615107149486,0.0,0.0
2030-02-24 17:00:00,3681.5141617048903,0.0,0.0
2030-02-24 17:15:00,3823.0716033734716,0.0,0.0
2030-02-24 17:30:00,4002.2793620605844,0.0,0.0
2030-02-24 17:45:00,4302.285951188158,0.0,0.0
2030-02-24 18:00:00,4712.204654445188,0.0,0.0
2030-02-24 18:15:00,4711.1113348779145,0.0,0.0
2030-02-24 18:30:00,4553.250526830576,0.0,0.0
2030-02-24 18:45:00,4455.88495515622,0.0,0.0
2030-02-24 19:00:00,4121.110192953325,0.0,0.0
2030-02-24 19:15:00,3722.7719275735653,0.0,0.0
2030-02-24 19:30:00,3595.968846281168,0.0,0.0
2030-02-24 19:45:00,3272.7630607182764,0.0,0.0
2030-02-24 20:00:00,2936.078270131042,0.0,0.0
2030-02-24 20:15:00,2533.8201859236215,0.0,0.0
2030-02-24 20:30:00,2121.6015488229314,0.0,0.0
2030-02-24 20:45:00,1812.1242423809817,0.0,0.0
2030-02-24 21:00:00,1368.4144360780047,0.0,0.0
2030-02-24 21:15:00,1069.607903120519,0.0,0.0
2030-02-24 21:30:00,820.8450694894818,0.0,0.0
2030-02-24 21:45:00,495.8192295293338,0.0,0.0
2030-02-24 22:00:00,508.4798458669793,0.0,0.0
2030-02-24 22:15:00,42.25886059480399,0.0,0.0
2030-02-24 22:30:00,-298.6685107500598,298.6685107500598,298.6685107500598
2030-02-24 22:45:00,-720.3055905070942,1018.974101257154,720.3055905070942
2030-02-24 23:00:00,-793.2940984533452,1812.2681997104992,793.2940984533452
2030-02-24 23:15:00,-937.3705940122309,2749.63879372273,937.3705940122309
2030-02-24 23:30:00,-1221.9452381261945,3971.5840318489245,1221.9452381261945
2030-02-24 23:45:00,-1511.0914930045692,5482.675524853494,1511.0914930045692
2030-02-25 00:00:00,-1674.9247483409235,7157.600273194417,1674.9247483409235
2030-02-25 00:15:00,-1669.317794702125,8826.918067896542,1669.317794702125
2030-02-25 00:30:00,-1882.88429617174,10709.802364068282,1882.88429617174
2030-02-25 00:45:00,-2095.2352801471716,12805.037644215454,2095.2352801471716
2030-02-25 01:00:00,-2117.7111049227588,14922.748749138213,2117.7111049227588
2030-02-25 01:15:00,-2165.427058545107,17088.17580768332,2165.427058545107
2030-02-25 01:30:00,-2255.1044403410488,19343.28024802437,2255.1044403410488
2030-02-25 01:45:00,-2267.5500480218943,21610.830296046264,2267.5500480218943
2030-02-25 02:00:00,-2371.758241168196,23982.588537214462,2371.758241168196
2030-02-25 02:15:00,-2371.41670491263,26354.005242127092,2371.41670491263
2030-02-25 02:30:00,-2259.7504650752544,28613.75570720235,2259.7504650752544
2030-02-25 02:45:00,-2254.0627155979237,30867.818422800272,2254.0627155979237
2030-02-25 03:00:00,-2334.993741934255,33202.812164734525,2334.993741934255
2030-02-25 03:15:00,-2135.7504421341873,35338.56260686871,2135.7504421341873
2030-02-25 03:30:00,-1918.4384792948294,37257.00108616354,1918.4384792948294
2030-02-25 03:45:00,-1918.5990218453026,39175.60010800884,1918.5990218453026
2030-02-25 04:00:00,-1723.5492272419142,40899.14933525075,1723.5492272419142
2030-02-25 04:15:00,-1645.2148511192936,42544.36418637005,1645.2148511192936
2030-02-25 04:30:00,-1581.458783061982,44125.82296943203,1581.458783061982
2030-02-25 04:45:00,-1591.964632861469,45717.7876022935,1591.964632861469
2030-02-25 05:00:00,-1407.9840268584758,47125.771629151976,1407.9840268584758
2030-02-25 05:15:00,-1532.0627411008172,48657.83437025279,1532.0627411008172
2030-02-25 05:30:00,-1571.6730329490347,50229.50740320183,1571.6730329490347
2030-02-25 05:45:00,-1370.3886847448357,51599.89608794667,1370.3886847448357
2030-02-25 06:00:00,-1160.1263869849645,52760.02247493163,1160.1263869849645
2030-02-25 06:15:00,-893.6237386183275,53653.64621354996,893.6237386183275
2030-02-25 06:30:00,-790.6273045333364,54444.2735180833,790.6273045333364
2030-02-25 06:45:00,-597.978019806058,55042.25153788936,597.978019806058
2030-02-25 07:00:00,-313.89736919732604,55356.14890708668,313.89736919732604
2030-02-25 07:15:00,8.617221862561564,55347.53168522412,-8.617221862561564
2030-02-25 07:30:00,15.033108928368165,55332.49857629575,-15.033108928368165
2030-02-25 07:45:00,264.5020203852182,55067.99655591053,-264.5020203852182
2030-02-25 08:00:00,560.849707958314,54507.146847952215,-560.849707958314
2030-02-25 08:15:00,442.98085198325134,54064.165995968964,-442.98085198325134
2030-02-25 08:30:00,287.3106352148716,53776.855360754096,-287.3106352148716
2030-02-25 08:45:00,102.98274233196935,53673.87261842213,-102.98274233196935
2030-02-25 09:00:00,-53.46006726306223,53727.33268568519,53.46006726306223
2030-02-25 09:15:00,-364.3597885253221,54091.69247421052,364.3597885253221
2030-02-25 09:30:00,-829.0380798291008,54920.73055403962,829.0380798291008
2030-02-25 09:45:00,-998.3013854254714,55919.03193946509,998.3013854254714
2030-02-25 10:00:00,-1557.5587280542422,56000.0,1557.5587280542422
2030-02-25 10:15:00,-2031.752222265477,56000.0,0.0
2030-02-25 10:30:00,-2597.7823704875664,56000.0,0.0
2030-02-25 10:45:00,-3055.972967955724,56000.0,0.0
2030-02-25 11:00:00,-3392.8155538964347,56000.0,0.0
2030-02-25 11:15:00,-3737.587920090551,56000.0,0.0
2030-02-25 11:30:00,-4137.125238435347,56000.0,0.0
2030-02-25 11:45:00,-4507.830642802983,56000.0,0.0
2030-02-25 12:00:00,-4688.567246835533,56000.0,0.0
2030-02-25 12:15:00,-4712.68462416052,56000.0,0.0
2030-02-25 12:30:00,-4849.038701532092,56000.0,0.0
2030-02-25 12:45:00,-5179.368612210648,56000.0,0.0
2030-02-25 13:00:00,-5524.64843772502,56000.0,0.0
2030-02-25 13:15:00,-5352.978006892667,56000.0,0.0
2030-02-25 13:30:00,-5485.605143828652,56000.0,0.0
2030-02-25 13:45:00,-5109.8201984970765,56000.0,0.0
2030-02-25 14:00:00,-5231.435168959739,56000.0,0.0
2030-02-25 14:15:00,-5107.208205289233,56000.0,0.0
2030-02-25 14:30:00,-4572.274777263032,56000.0,0.0
2030-02-25 14:45:00,-4315.761341504618,56000.0,0.0
2030-02-25 15:00:00,-3400.6399946795646,56000.0,0.0
2030-02-25 15:15:00,-2547.356874208417,56000.0,0.0
2030-02-25 15:30:00,-1886.9615053385714,56000.0,0.0
2030-02-25 15:45:00,-1010.7166066250138,56000.0,0.0
2030-02-25 16:00:00,177.08289398454144,55822.91710601546,-177.08289398454144
2030-02-25 16:15:00,897.2301756859815,54925.68693032948,-897.2301756859815
2030-02-25 16:30:00,1717.8651687996608,53207.82176152982,-1717.8651687996608
2030-02-25 16:45:00,2891.867431491046,50315.954330038774,-2891.867431491046
2030-02-25 17:00:00,3468.566307031244,46847.38802300753,-3468.566307031244
2030-02-25 17:15:00,4483.853967846822,42363.53405516071,-4483.853967846822
2030-02-25 17:30:00,4763.333697449694,37600.200357711015,-4763.333697449694
2030-02-25 17:45:00,5058.736616577124,32541.46374113389,-5058.736616577124
2030-02-25 18:00:00,5790.851147097563,26750.612594036327,-5790.851147097563
2030-02-25 18:15:00,6329.032233034364,20421.580361001965,-6329.032233034364
2030-02-25 18:30:00,6548.050157731117,13873.530203270848,-6548.050157731117
2030-02-25 18:45:00,6552.653059806882,7320.877143463966,-6552.653059806882
2030-02-25 19:00:00,6272.578877723281,1048.2982657406847,-6272.578877723281
2030-02-25 19:15:00,6169.838960253002,1048.2982657406847,-1048.2982657406847
2030-02-25 19:30:00,5877.800621329283,0.0,0.0
2030-02-25 19:45:00,5902.74619817516,0.0,0.0
2030-02-25 20:00:00,5465.1381955232355,0.0,0.0
2030-02-25 20:15:00,4956.20359710264,0.0,0.0
2030-02-25 20:30:00,4878.4063926902345,0.0,0.0
2030-02-25 20:45:00,4933.770137874462,0.0,0.0
2030-02-25 21:00:00,5092.47939565727,0.0,0.0
2030-02-25 21:15:00,4949.303997897057,0.0,0.0
2030-02-25 21:30:00,4834.51847940295,0.0,0.0
2030-02-25 21:45:00,5039.742008473184,0.0,0.0
2030-02-25 22:00:00,5447.369161259625,0.0,0.0
2030-02-25 22:15:00,5419.621222365517,0.0,0.0
2030-02-25 22:30:00,5422.787865204173,0.0,0.0
2030-02-25 22:45:00,5497.704830114855,0.0,0.0
2030-02-25 23:00:00,5473.36977611592,0.0,0.0
2030-02-25 23:15:00,5485.501557395917,0.0,0.0
2030-02-25 23:30:00,5312.457230644173,0.0,0.0
2030-02-25 23:45:00,5116.175591464564,0.0,0.0
2030-02-26 00:00:00,5147.23610637473,0.0,0.0
2030-02-26 00:15:00,5166.464410119492,0.0,0.0
2030-02-26 00:30:00,5196.328527963686,0.0,0.0
2030-02-26 00:45:00,5202.735193008404,0.0,0.0
2030-02-26 01:00:00,5203.766841762561,0.0,0.0
2030-02-26 01:15:00,4878.326420761168,0.0,0.0
2030-02-26 01:30:00,4723.494405397278,0.0,0.0
2030-02-26 01:45:00,4626.752478833188,0.0,0.0
2030-02-26 02:00:00,4677.3894276606825,0.0,0.0
2030-02-26 02:15:00,4554.526771640798,0.0,0.0
2030-02-26 02:30:00,4682.812963118662,0.0,0.0
2030-02-26 02:45:00,4686.940314736345,0.0,0.0
2030-02-26 03:00:00,4821.016474209719,0.0,0.0
2030-02-26 03:15:00,4751.638873830758,0.0,0.0
2030-02-26 03:30:00,4683.101921397138,0.0,0.0
2030-02-26 03:45:00,4537.963786926643,0.0,0.0
2030-02-26 04:00:00,4421.595994673691,0.0,0.0
2030-02-26 04:15:00,4323.0280674489695,0.0,0.0
2030-02-26 04:30:00,4305.2567361586825,0.0,0.0
2030-02-26 04:45:00,4301.264169287735,0.0,0.0
2030-02-26 05:00:00,4260.5795711582905,0.0,0.0
2030-02-26 05:15:00,3991.5803482913434,0.0,0.0
2030-02-26 05:30:00,3878.5601984732148,0.0,0.0
2030-02-26 05:45:00,3595.9768556984927,0.0,0.0
2030-02-26 06:00:00,3639.0410523921873,0.0,0.0
2030-02-26 06:15:00,3582.694497915403,0.0,0.0
2030-02-26 06:30:00,3621.6102608324927,0.0,0.0
2030-02-26 06:45:00,3821.8886666807994,0.0,0.0
2030-02-26 07:00:00,3916.9771316865535,0.0,0.0
2030-02-26 07:15:00,4039.2725412861782,0.0,0.0
2030-02-26 07:30:00,4230.696270189226,0.0,0.0
2030-02-26 07:45:00,4447.474091341966,0.0,0.0
2030-02-26 08:00:00,4711.75340749253,0.0,0.0
2030-02-26 08:15:00,4805.010250959105,0.0,0.0
2030-02-26 08:30:00,4732.449753450324,0.0,0.0
2030-02-26 08:45:00,4365.989009729554,0.0,0.0
2030-02-26 09:00:00,4001.556632998301,0.0,0.0
2030-02-26 09:15:00,3521.7111958794194,0.0,0.0
2030-02-26 09:30:00,2927.5361120370144,0.0,0.0
2030-02-26 09:45:00,2111.3793284288768,0.0,0.0
2030-02-26 10:00:00,1528.377047625836,0.0,0.0
2030-02-26 10:15:00,748.9517481131552,0.0,0.0
2030-02-26 10:30:00,267.749278629959,0.0,0.0
2030-02-26 10:45:00,-165.2232448934301,165.2232448934301,165.2232448934301
2030-02-26 11:00:00,-352.78302886114034,518.0062737545704,352.78302886114034
2030-02-26 11:15:00,-801.1190300500384,1319.1253038046088,801.1190300500384
2030-02-26 11:30:00,-960.9063171772868,2280.0316209818957,960.9063171772868
2030-02-26 11:45:00,-1209.096282226561,3489.1279032084567,1209.096282226561
2030-02-26 12:00:00,-1470.9459635052226,4960.073866713679,1470.9459635052226
2030-02-26 12:15:00,-1346.1529149796734,6306.226781693353,1346.1529149796734
2030-02-26 12:30:00,-1307.7775824636883,7614.004364157041,1307.7775824636883
2030-02-26 12:45:00,-1388.104545405553,9002.108909562594,1388.104545405553
2030-02-26 13:00:00,-1266.3606742442134,10268.469583806807,1266.3606742442134
2030-02-26 13:15:00,-1335.1514462994564,11603.621030106264,1335.1514462994564
2030-02-26 13:30:00,-1185.3339292686942,12788.954959374958,1185.3339292686942
2030-02-26 13:45:00,-979.1873428700055,13768.142302244964,979.1873428700055
2030-02-26 14:00:00,-1031.4909135518537,14799.633215796817,1031.4909135518537
2030-02-26 14:15:00,-869.2641921698196,15668.897407966637,869.2641921698196
2030-02-26 14:30:00,-623.4065246812825,16292.30393264792,623.4065246812825
2030-02-26 14:45:00,-122.52775107767957,16414.8316837256,122.52775107767957
2030-02-26 15:00:00,529.1009000243466,15885.730783701252,-529.1009000243466
2030-02-26 15:15:00,1005.0998053474086,14880.630978353844,-1005.0998053474086
2030-02-26 15:30:00,1872.0028661737888,13008.628112180055,-1872.0028661737888
2030-02-26 15:45:00,2731.5411319211908,10277.086980258864,-2731.5411319211908
2030-02-26 16:00:00,3642.3128393878433,6634.774140871021,-3642.3128393878433
2030-02-26 16:15:00,4520.31614955212,2114.457991318901,-4520.31614955212
2030-02-26 16:30:00,5800.096914403875,2114.457991318901,-2114.457991318901
2030-02-26 16:45:00,6697.374188000102,0.0,0.0
2030-02-26 17:00:00,7757.9192177393525,0.0,0.0
2030-02-26 17:15:00,8609.646971169499,0.0,0.0
2030-02-26 17:30:00,9411.285755552984,0.0,0.0
2030-02-26 17:45:00,10203.665447866579,0.0,0.0
2030-02-26 18:00:00,10778.882988241008,0.0,0.0
2030-02-26 18:15:00,11229.35568733433,0.0,0.0
2030-02-26 18:30:00,11529.840320972435,0.0,0.0
2030-02-26 18:45:00,11483.264466855364,0.0,0.0
2030-02-26 19:00:00,11471.177710913915,0.0,0.0
2030-02-26 19:15:00,11150.404565539688,0.0,0.0
2030-02-26 19:30:00,10921.578560875263,0.0,0.0
2030-02-26 19:45:00,10674.653884463127,0.0,0.0
2030-02-26 20:00:00,10529.260184486255,0.0,0.0
2030-02-26 20:15:00,10218.970187645034,0.0,0.0
2030-02-26 20:30:00,10059.829298024311,0.0,0.0
2030-02-26 20:45:00,9953.825254011632,0.0,0.0
2030-02-26 21:00:00,10015.844232990561,0.0,0.0
2030-02-26 21:15:00,9968.400376356458,0.0,0.0
2030-02-26 21:30:00,9893.724381950444,0.0,0.0
2030-02-26 21:45:00,10123.796764659513,0.0,0.0
2030-02-26 22:00:00,10479.45906613889,0.0,0.0
2030-02-26 22:15:00,10458.491383951627,0.0,0.0
2030-02-26 22:30:00,10454.087497795681,0.0,0.0
2030-02-26 22:45:00,10317.267591976823,0.0,0.0
2030-02-26 23:00:00,10247.210562908534,0.0,0.0
2030-02-26 23:15:00,10134.587641081804,0.0,0.0
2030-02-26 23:30:00,9989.596113014763,0.0,0.0
2030-02-26 23:45:00,9771.709825586027,0.0,0.0
2030-02-27 00:00:00,9628.19160748328,0.0,0.0
2030-02-27 00:15:00,9608.196235451942,0.0,0.0
2030-02-27 00:30:00,9517.617627184074,0.0,0.0
2030-02-27 00:45:00,9679.077382479802,0.0,0.0
2030-02-27 01:00:00,9659.996601103056,0.0,0.0
2030-02-27 01:15:00,9612.016651875441,0.0,0.0
2030-02-27 01:30:00,9598.32323452958,0.0,0.0
2030-02-27 01:45:00,9515.811030927202,0.0,0.0
2030-02-27 02:00:00,9496.882310575285,0.0,0.0
2030-02-27 02:15:00,9518.712266564595,0.0,0.0
2030-02-27 02:30:00,9484.463847614072,0.0,0.0
2030-02-27 02:45:00,9607.89058888144,0.0,0.0
2030-02-27 03:00:00,9774.779100817485,0.0,0.0
2030-02-27 03:15:00,9837.503436400577,0.0,0.0
2030-02-27 03:30:00,9917.516461545283,0.0,0.0
2030-02-27 03:45:00,10061.576128071378,0.0,0.0
2030-02-27 04:00:00,10184.250114192808,0.0,0.0
2030-02-27 04:15:00,10359.563216611692,0.0,0.0
2030-02-27 04:30:00,10572.758020119662,0.0,0.0
2030-02-27 04:45:00,10840.24207009056,0.0,0.0
2030-02-27 05:00:00,11364.27493663042,0.0,0.0
2030-02-27 05:15:00,11596.626206293626,0.0,0.0
2030-02-27 05:30:00,11879.834737369452,0.0,0.0
2030-02-27 05:45:00,12431.497639929185,0.0,0.0
2030-02-27 06:00:00,13313.126637168512,0.0,0.0
2030-02-27 06:15:00,14004.753304218353,0.0,0.0
2030-02-27 06:30:00,14526.209098290123,0.0,0.0
2030-02-27 06:45:00,14942.778597664776,0.0,0.0
2030-02-27 07:00:00,15348.325947092595,0.0,0.0
2030-02-27 07:15:00,15460.865726158623,0.0,0.0
2030-02-27 07:30:00,15329.520808326139,0.0,0.0
2030-02-27 07:45:00,14990.202911460321,0.0,0.0
2030-02-27 08:00:00,14763.692187394856,0.0,0.0
2030-02-27 08:15:00,14184.705869856578,0.0,0.0
2030-02-27 08:30:00,13484.174505336227,0.0,0.0
2030-02-27 08:45:00,12609.052973431371,0.0,0.0
2030-02-27 09:00:00,11769.46158028937,0.0,0.0
2030-02-27 09:15:00,10835.48476594158,0.0,0.0
2030-02-27 09:30:00,10170.782832022345,0.0,0.0
2030-02-27 09:45:00,9257.387686921302,0.0,0.0
2030-02-27 10:00:00,8350.906803164899,0.0,0.0
2030-02-27 10:15:00,7642.646980134508,0.0,0.0
2030-02-27 10:30:00,7177.489549710328,0.0,0.0
2030-02-27 10:45:00,6731.9697295880505,0.0,0.0
2030-02-27 11:00:00,6302.8880069321185,0.0,0.0
2030-02-27 11:15:00,6082.943212831859,0.0,0.0
2030-02-27 11:30:00,5908.650933138246,0.0,0.0
2030-02-27 11:45:00,5708.040200341256,0.0,0.0
2030-02-27 12:00:00,5598.137552798093,0.0,0.0
2030-02-27 12:15:00,5641.636006709516,0.0,0.0
2030-02-27 12:30:00,5812.284779575781,0.0,0.0
2030-02-27 12:45:00,5993.2878881813085,0.0,0.0
2030-02-27 13:00:00,6381.102735591336,0.0,0.0
2030-02-27 13:15:00,6609.710340039572,0.0,0.0
2030-02-27 13:30:00,6876.902384038467,0.0,0.0
