,Datum,Kapazität in MWh,Restkapazität in MWh,Einspeisung in MWh
159,2030-01-02 15:45:00,11750.0,6141.679028613007,-5608.320971386993
160,2030-01-02 16:00:00,11750.0,5467.93861318808,-6282.06138681192
161,2030-01-02 16:15:00,11750.0,4764.742976746878,-6985.257023253122
162,2030-01-02 16:30:00,11750.0,4680.21011569483,-7069.78988430517
163,2030-01-02 16:45:00,11750.0,4601.420763769007,-7148.579236230993
164,2030-01-02 17:00:00,11750.0,4456.834270624333,-7293.165729375667
165,2030-01-02 17:15:00,11750.0,4642.733356621975,-7107.266643378025
166,2030-01-02 17:30:00,11750.0,5011.48409821858,-6738.51590178142
167,2030-01-02 17:45:00,11750.0,5338.161686368967,-6411.838313631033
168,2030-01-02 18:00:00,11750.0,5387.294972155476,-6362.705027844524
169,2030-01-02 18:15:00,11750.0,5525.756795759262,-6224.243204240738
170,2030-01-02 18:30:00,11750.0,5615.972373101642,-6134.027626898358
171,2030-01-02 18:45:00,11750.0,5537.746871439325,-6212.253128560675
172,2030-01-02 19:00:00,11750.0,5466.748912482024,-6283.251087517976
173,2030-01-02 19:15:00,11750.0,5391.319839148433,-6358.680160851567
174,2030-01-02 19:30:00,11750.0,5466.862514305572,-6283.137485694428
175,2030-01-02 19:45:00,11750.0,5470.6369523353715,-6279.3630476646285
176,2030-01-02 20:00:00,11750.0,5985.028641323766,-5764.971358676234
177,2030-01-02 20:15:00,11750.0,6328.424548942434,-5421.575451057566
178,2030-01-02 20:30:00,11750.0,6642.7289726004165,-5107.2710273995835
179,2030-01-02 20:45:00,11750.0,6899.236510196526,-4850.763489803474
180,2030-01-02 21:00:00,11750.0,6776.676817073287,-4973.323182926713
181,2030-01-02 21:15:00,11750.0,6801.611759690029,-4948.388240309971
182,2030-01-02 21:30:00,11750.0,6756.895950369064,-4993.104049630936
183,2030-01-02 21:45:00,11750.0,7121.680200858671,-4628.319799141329
184,2030-01-02 22:00:00,11750.0,7245.1715857365925,-4504.8284142634075
185,2030-01-02 22:15:00,11750.0,7507.6290652592215,-4242.3709347407785
186,2030-01-02 22:30:00,11750.0,7729.978450610259,-4020.0215493897413
187,2030-01-02 22:45:00,11750.0,7989.112469189215,-3760.8875308107854
188,2030-01-02 23:00:00,11750.0,8045.17446544548,-3704.8255345545203
189,2030-01-02 23:15:00,11750.0,8093.010593188195,-3656.9894068118047
190,2030-01-02 23:30:00,11750.0,8210.741861627594,-3539.2581383724064
191,2030-01-02 23:45:00,11750.0,8668.140848401421,-3081.859151598579
192,2030-01-03 00:00:00,11750.0,8667.249153322296,-3082.7508466777035
193,2030-01-03 00:15:00,11750.0,8756.37660456411,-2993.6233954358904
194,2030-01-03 00:30:00,11750.0,8858.906687845774,-2891.0933121542257
195,2030-01-03 00:45:00,11750.0,8766.232869009795,-2983.7671309902053
196,2030-01-03 01:00:00,11750.0,8733.018533956849,-3016.981466043151
197,2030-01-03 01:15:00,11750.0,9016.249384470835,-2733.750615529165
198,2030-01-03 01:30:00,11750.0,8943.259155068057,-2806.740844931943
199,2030-01-03 01:45:00,11750.0,8813.105345945029,-2936.8946540549714
200,2030-01-03 02:00:00,11750.0,8849.27912597243,-2900.720874027569
201,2030-01-03 02:15:00,11750.0,8761.306963275065,-2988.693036724935
202,2030-01-03 02:30:00,11750.0,8446.036862000366,-3303.9631379996335
203,2030-01-03 02:45:00,11750.0,8357.03015918769,-3392.9698408123095
204,2030-01-03 03:00:00,11750.0,8207.371822837666,-3542.6281771623344
205,2030-01-03 03:15:00,11750.0,7847.998323261156,-3902.0016767388443
206,2030-01-03 03:30:00,11750.0,8251.436325139779,-3498.563674860221
207,2030-01-03 03:45:00,11750.0,8234.985718066338,-3515.0142819336616
208,2030-01-03 04:00:00,11750.0,7812.676173129168,-3937.323826870832
209,2030-01-03 04:15:00,11750.0,7477.20138331226,-4272.79861668774
210,2030-01-03 04:30:00,11750.0,7234.522390044913,-4515.477609955087
211,2030-01-03 04:45:00,11750.0,7108.500737518725,-4641.499262481275
212,2030-01-03 05:00:00,11750.0,6632.90125928341,-5117.09874071659
213,2030-01-03 05:15:00,11750.0,6440.2917938954815,-5309.7082061045185
214,2030-01-03 05:30:00,11750.0,6199.976498883596,-5550.023501116404
215,2030-01-03 05:45:00,11750.0,5731.923204810086,-6018.076795189914
216,2030-01-03 06:00:00,11750.0,4977.662290650227,-6772.337709349773
217,2030-01-03 06:15:00,11750.0,4474.206425251035,-7275.793574748965
218,2030-01-03 06:30:00,11750.0,3948.2397460827597,-7801.76025391724
219,2030-01-03 06:45:00,11750.0,3419.5845060529937,-8330.415493947006
220,2030-01-03 07:00:00,11750.0,2885.5077613015146,-8864.492238698485
221,2030-01-03 07:15:00,11750.0,2397.9821832993184,-9352.017816700682
222,2030-01-03 07:30:00,11750.0,2188.127511852923,-9561.872488147077
223,2030-01-03 07:45:00,11750.0,1786.1191754570864,-9963.880824542914
224,2030-01-03 08:00:00,11750.0,1446.2139191621081,-10303.786080837892
225,2030-01-03 08:15:00,11750.0,1286.5342799639802,-10463.46572003602
226,2030-01-03 08:30:00,11750.0,1104.7731382346337,-10645.226861765366
227,2030-01-03 08:45:00,11750.0,1177.9065405713882,-10572.093459428612
228,2030-01-03 09:00:00,11750.0,1229.6975942767967,-10520.302405723203
229,2030-01-03 09:15:00,11750.0,1094.3174037125173,-10655.682596287483
230,2030-01-03 09:30:00,11750.0,1243.765854058056,-10506.234145941944
231,2030-01-03 09:45:00,11750.0,1414.6153377528135,-10335.384662247186
232,2030-01-03 10:00:00,11750.0,1407.0673198722016,-10342.932680127798
233,2030-01-03 10:15:00,11750.0,1192.5544649674703,-10557.44553503253
234,2030-01-03 10:30:00,11750.0,1118.6325690362683,-10631.367430963732
235,2030-01-03 10:45:00,11750.0,1013.8368237389932,-10736.163176261007
236,2030-01-03 11:00:00,11750.0,1057.8146983096904,-10692.18530169031
237,2030-01-03 11:15:00,11750.0,1305.6394220176026,-10444.360577982397
238,2030-01-03 11:30:00,11750.0,1084.4058027818046,-10665.594197218195
239,2030-01-03 11:45:00,11750.0,1258.6390667493797,-10491.36093325062
240,2030-01-03 12:00:00,11750.0,1595.1689288695943,-10154.831071130406
241,2030-01-03 12:15:00,11750.0,1770.150082359558,-9979.849917640442
242,2030-01-03 12:30:00,11750.0,1960.2590248904635,-9789.740975109537
243,2030-01-03 12:45:00,11750.0,1948.076933607621,-9801.923066392379
244,2030-01-03 13:00:00,11750.0,2076.8286761699965,-9673.171323830004
245,2030-01-03 13:15:00,11750.0,2267.525152250644,-9482.474847749356
246,2030-01-03 13:30:00,11750.0,2318.485159096752,-9431.514840903248
247,2030-01-03 13:45:00,11750.0,2162.2985345595444,-9587.701465440456
248,2030-01-03 14:00:00,11750.0,1894.2993770860412,-9855.700622913959
249,2030-01-03 14:15:00,11750.0,1624.7030746184937,-10125.296925381506
250,2030-01-03 14:30:00,11750.0,1347.8147609415246,-10402.185239058475
251,2030-01-03 14:45:00,11750.0,969.0390494657859,-10780.960950534214
252,2030-01-03 15:00:00,11750.0,633.9119044766448,-11116.088095523355
253,2030-01-03 15:15:00,11750.0,384.88925332189865,-11365.110746678101
254,2030-01-03 15:30:00,11750.0,95.58710897188939,-11654.41289102811
255,2030-01-03 15:45:00,11750.0,0.0,-11750.0
256,2030-01-03 16:00:00,11750.0,0.0,-11750.0
257,2030-01-03 16:15:00,11750.0,0.0,-11750.0
258,2030-01-03 16:30:00,11750.0,0.0,-11750.0
259,2030-01-03 16:45:00,11750.0,0.0,-11750.0
260,2030-01-03 17:00:00,11750.0,0.0,-11750.0
261,2030-01-03 17:15:00,11750.0,0.0,-11750.0
262,2030-01-03 17:30:00,11750.0,0.0,-11750.0
263,2030-01-03 17:45:00,11750.0,0.0,-11750.0
264,2030-01-03 18:00:00,11750.0,311.18680106389,-11438.81319893611
265,2030-01-03 18:15:00,11750.0,588.2935962724168,-11161.706403727583
266,2030-01-03 18:30:00,11750.0,915.5984418211738,-10834.401558178826
267,2030-01-03 18:45:00,11750.0,1433.3089489174563,-10316.691051082544
268,2030-01-03 19:00:00,11750.0,1926.5749513839928,-9823.425048616007
269,2030-01-03 19:15:00,11750.0,2617.2846740163513,-9132.715325983649
270,2030-01-03 19:30:00,11750.0,3255.1106045373563,-8494.889395462644
271,2030-01-03 19:45:00,11750.0,3823.710134975163,-7926.289865024837
272,2030-01-03 20:00:00,11750.0,4583.9403505508635,-7166.0596494491365
273,2030-01-03 20:15:00,11750.0,5288.819923969877,-6461.180076030123
274,2030-01-03 20:30:00,11750.0,6017.225574647449,-5732.774425352551
275,2030-01-03 20:45:00,11750.0,6675.823345774848,-5074.176654225152
276,2030-01-03 21:00:00,11750.0,7333.5073953667015,-4416.4926046332985
277,2030-01-03 21:15:00,11750.0,7807.924081967056,-3942.075918032944
278,2030-01-03 21:30:00,11750.0,8003.379002005022,-3746.620997994978
279,2030-01-03 21:45:00,11750.0,8222.878528425848,-3527.1214715741517
280,2030-01-03 22:00:00,11750.0,8608.335786153799,-3141.664213846201
281,2030-01-03 22:15:00,11750.0,9051.486480383133,-2698.5135196168667
282,2030-01-03 22:30:00,11750.0,9673.30440335891,-2076.6955966410897
283,2030-01-03 22:45:00,11750.0,10286.375694628503,-1463.624305371497
284,2030-01-03 23:00:00,11750.0,10819.04966216808,-930.9503378319205
285,2030-01-03 23:15:00,11750.0,11519.239084299232,-230.76091570076824
286,2030-01-03 23:30:00,11750.0,11750.0,0.0
287,2030-01-03 23:45:00,11750.0,11750.0,0.0
288,2030-01-04 00:00:00,11750.0,11750.0,0.0
289,2030-01-04 00:15:00,11750.0,11750.0,0.0
290,2030-01-04 00:30:00,11750.0,11750.0,0.0
291,2030-01-04 00:45:00,11750.0,11750.0,0.0
292,2030-01-04 01:00:00,11750.0,11750.0,0.0
293,2030-01-04 01:15:00,11750.0,11750.0,0.0
294,2030-01-04 01:30:00,11750.0,11750.0,0.0
295,2030-01-04 01:45:00,11750.0,11750.0,0.0
296,2030-01-04 02:00:00,11750.0,11750.0,0.0
297,2030-01-04 02:15:00,11750.0,11750.0,0.0
298,2030-01-04 02:30:00,11750.0,11750.0,0.0
299,2030-01-04 02:45:00,11750.0,11750.0,0.0
300,2030-01-04 03:00:00,11750.0,11750.0,0.0
301,2030-01-04 03:15:00,11750.0,11750.0,0.0
302,2030-01-04 03:30:00,11750.0,11750.0,0.0
303,2030-01-04 03:45:00,11750.0,11750.0,0.0
304,2030-01-04 04:00:00,11750.0,11750.0,0.0
305,2030-01-04 04:15:00,11750.0,11750.0,0.0
306,2030-01-04 04:30:00,11750.0,11750.0,0.0
307,2030-01-04 04:45:00,11750.0,11750.0,0.0
308,2030-01-04 05:00:00,11750.0,11750.0,0.0
309,2030-01-04 05:15:00,11750.0,11750.0,0.0
310,2030-01-04 05:30:00,11750.0,11750.0,0.0
311,2030-01-04 05:45:00,11750.0,11750.0,0.0
312,2030-01-04 06:00:00,11750.0,11750.0,0.0
313,2030-01-04 06:15:00,11750.0,11750.0,0.0
314,2030-01-04 06:30:00,11750.0,11750.0,0.0
315,2030-01-04 06:45:00,11750.0,11750.0,0.0
316,2030-01-04 07:00:00,11750.0,11750.0,0.0
317,2030-01-04 07:15:00,11750.0,11750.0,0.0
318,2030-01-04 07:30:00,11750.0,11750.0,0.0
319,2030-01-04 07:45:00,11750.0,11750.0,0.0
320,2030-01-04 08:00:00,11750.0,11750.0,0.0
321,2030-01-04 08:15:00,11750.0,11750.0,0.0
322,2030-01-04 08:30:00,11750.0,11750.0,0.0
323,2030-01-04 08:45:00,11750.0,11750.0,0.0
324,2030-01-04 09:00:00,11750.0,11750.0,0.0
325,2030-01-04 09:15:00,11750.0,11750.0,0.0
326,2030-01-04 09:30:00,11750.0,11750.0,0.0
327,2030-01-04 09:45:00,11750.0,11750.0,0.0
328,2030-01-04 10:00:00,11750.0,11750.0,0.0
329,2030-01-04 10:15:00,11750.0,11750.0,0.0
330,2030-01-04 10:30:00,11750.0,11750.0,0.0
331,2030-01-04 10:45:00,11750.0,11750.0,0.0
332,2030-01-04 11:00:00,11750.0,11750.0,0.0
333,2030-01-04 11:15:00,11750.0,11750.0,0.0
334,2030-01-04 11:30:00,11750.0,11750.0,0.0
335,2030-01-04 11:45:00,11750.0,11750.0,0.0
336,2030-01-04 12:00:00,11750.0,11750.0,0.0
337,2030-01-04 12:15:00,11750.0,11750.0,0.0
338,2030-01-04 12:30:00,11750.0,11750.0,0.0
339,2030-01-04 12:45:00,11750.0,11750.0,0.0
340,2030-01-04 13:00:00,11750.0,11750.0,0.0
341,2030-01-04 13:15:00,11750.0,11750.0,0.0
342,2030-01-04 13:30:00,11750.0,11750.0,0.0
343,2030-01-04 13:45:00,11750.0,11750.0,0.0
344,2030-01-04 14:00:00,11750.0,11750.0,0.0
345,2030-01-04 14:15:00,11750.0,11750.0,0.0
346,2030-01-04 14:30:00,11750.0,11750.0,0.0
347,2030-01-04 14:45:00,11750.0,11750.0,0.0
348,2030-01-04 15:00:00,11750.0,11750.0,0.0
349,2030-01-04 15:15:00,11750.0,11750.0,0.0
350,2030-01-04 15:30:00,11750.0,11750.0,0.0
351,2030-01-04 15:45:00,11750.0,11750.0,0.0
352,2030-01-04 16:00:00,11750.0,11750.0,0.0
353,2030-01-04 16:15:00,11750.0,11750.0,0.0
354,2030-01-04 16:30:00,11750.0,11750.0,0.0
355,2030-01-04 16:45:00,11750.0,11750.0,0.0
356,2030-01-04 17:00:00,11750.0,11750.0,0.0
357,2030-01-04 17:15:00,11750.0,11750.0,0.0
358,2030-01-04 17:30:00,11750.0,11750.0,0.0
359,2030-01-04 17:45:00,11750.0,11750.0,0.0
360,2030-01-04 18:00:00,11750.0,11750.0,0.0
361,2030-01-04 18:15:00,11750.0,11750.0,0.0
362,2030-01-04 18:30:00,11750.0,11750.0,0.0
363,2030-01-04 18:45:00,11750.0,11750.0,0.0
364,2030-01-04 19:00:00,11750.0,11750.0,0.0
365,2030-01-04 19:15:00,11750.0,11750.0,0.0
366,2030-01-04 19:30:00,11750.0,11750.0,0.0
367,2030-01-04 19:45:00,11750.0,11750.0,0.0
368,2030-01-04 20:00:00,11750.0,11750.0,0.0
369,2030-01-04 20:15:00,11750.0,11750.0,0.0
370,2030-01-04 20:30:00,11750.0,11750.0,0.0
371,2030-01-04 20:45:00,11750.0,11750.0,0.0
372,2030-01-04 21:00:00,11750.0,11750.0,0.0
373,2030-01-04 21:15:00,11750.0,11750.0,0.0
374,2030-01-04 21:30:00,11750.0,11750.0,0.0
375,2030-01-04 21:45:00,11750.0,11750.0,0.0
376,2030-01-04 22:00:00,11750.0,11750.0,0.0
377,2030-01-04 22:15:00,11750.0,11750.0,0.0
378,2030-01-04 22:30:00,11750.0,11750.0,0.0
379,2030-01-04 22:45:00,11750.0,11750.0,0.0
380,2030-01-04 23:00:00,11750.0,11750.0,0.0
381,2030-01-04 23:15:00,11750.0,11750.0,0.0
382,2030-01-04 23:30:00,11750.0,11750.0,0.0
383,2030-01-04 23:45:00,11750.0,11750.0,0.0
384,2030-01-05 00:00:00,11750.0,11750.0,0.0
385,2030-01-05 00:15:00,11750.0,11750.0,0.0
386,2030-01-05 00:30:00,11750.0,11750.0,0.0
387,2030-01-05 00:45:00,11750.0,11750.0,0.0
388,2030-01-05 01:00:00,11750.0,11750.0,0.0
389,2030-01-05 01:15:00,11750.0,11750.0,0.0
390,2030-01-05 01:30:00,11750.0,11750.0,0.0
391,2030-01-05 01:45:00,11750.0,11750.0,0.0
392,2030-01-05 02:00:00,11750.0,11750.0,0.0
393,2030-01-05 02:15:00,11750.0,11750.0,0.0
394,2030-01-05 02:30:00,11750.0,11750.0,0.0
395,2030-01-05 02:45:00,11750.0,11750.0,0.0
396,2030-01-05 03:00:00,11750.0,11750.0,0.0
397,2030-01-05 03:15:00,11750.0,11750.0,0.0
398,2030-01-05 03:30:00,11750.0,11750.0,0.0
399,2030-01-05 03:45:00,11750.0,11750.0,0.0
400,2030-01-05 04:00:00,11750.0,11750.0,0.0
401,2030-01-05 04:15:00,11750.0,11750.0,0.0
402,2030-01-05 04:30:00,11750.0,11750.0,0.0
403,2030-01-05 04:45:00,11750.0,11750.0,0.0
404,2030-01-05 05:00:00,11750.0,11750.0,0.0
405,2030-01-05 05:15:00,11750.0,11750.0,0.0
406,2030-01-05 05:30:00,11750.0,11750.0,0.0
407,2030-01-05 05:45:00,11750.0,11750.0,0.0
408,2030-01-05 06:00:00,11750.0,11750.0,0.0
409,2030-01-05 06:15:00,11750.0,11750.0,0.0
410,2030-01-05 06:30:00,11750.0,11750.0,0.0
411,2030-01-05 06:45:00,11750.0,11750.0,0.0
412,2030-01-05 07:00:00,11750.0,11750.0,0.0
413,2030-01-05 07:15:00,11750.0,11750.0,0.0
414,2030-01-05 07:30:00,11750.0,11750.0,0.0
415,2030-01-05 07:45:00,11750.0,11750.0,0.0
416,2030-01-05 08:00:00,11750.0,11750.0,0.0
417,2030-01-05 08:15:00,11750.0,11750.0,0.0
418,2030-01-05 08:30:00,11750.0,11750.0,0.0
419,2030-01-05 08:45:00,11750.0,11750.0,0.0
420,2030-01-05 09:00:00,11750.0,11750.0,0.0
421,2030-01-05 09:15:00,11750.0,11750.0,0.0
422,2030-01-05 09:30:00,11750.0,11750.0,0.0
423,2030-01-05 09:45:00,11750.0,11750.0,0.0
424,2030-01-05 10:00:00,11750.0,11750.0,0.0
425,2030-01-05 10:15:00,11750.0,11750.0,0.0
426,2030-01-05 10:30:00,11750.0,11750.0,0.0
427,2030-01-05 10:45:00,11750.0,11750.0,0.0
428,2030-01-05 11:00:00,11750.0,11750.0,0.0
