,Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
118,2030-01-02 05:30:00,-537.0775187198306,26144.42905789933,537.0775187198306
119,2030-01-02 05:45:00,-406.7668282189861,26551.195886118316,406.7668282189861
120,2030-01-02 06:00:00,114.93953249949845,26436.256353618817,-114.93953249949845
121,2030-01-02 06:15:00,387.84727069749715,26048.40908292132,-387.84727069749715
122,2030-01-02 06:30:00,864.4108538888795,25183.99822903244,-864.4108538888795
123,2030-01-02 06:45:00,1546.825209447281,23637.17301958516,-1546.825209447281
124,2030-01-02 07:00:00,2374.2224895120253,21262.950530073133,-2374.2224895120253
125,2030-01-02 07:15:00,2621.420244259989,18641.530285813144,-2621.420244259989
126,2030-01-02 07:30:00,2724.767769896618,15916.762515916525,-2724.767769896618
127,2030-01-02 07:45:00,2631.1899951718333,13285.572520744692,-2631.1899951718333
128,2030-01-02 08:00:00,3079.5317573612047,10206.040763383488,-3079.5317573612047
129,2030-01-02 08:15:00,3369.90515408634,6836.135609297147,-3369.90515408634
130,2030-01-02 08:30:00,3435.085290801231,3401.050318495916,-3435.085290801231
131,2030-01-02 08:45:00,3409.430753776014,3401.050318495916,-3401.050318495916
132,2030-01-02 09:00:00,3001.0971711616185,0.0,0.0
133,2030-01-02 09:15:00,2470.1521778420574,0.0,0.0
134,2030-01-02 09:30:00,1884.6456232994606,0.0,0.0
135,2030-01-02 09:45:00,1680.3224969833464,0.0,0.0
136,2030-01-02 10:00:00,1522.4385775130286,0.0,0.0
137,2030-01-02 10:15:00,1386.7472739317418,0.0,0.0
138,2030-01-02 10:30:00,1522.8981769810962,0.0,0.0
139,2030-01-02 10:45:00,1449.6890525460985,0.0,0.0
140,2030-01-02 11:00:00,888.4425816936273,0.0,0.0
141,2030-01-02 11:15:00,886.1575074748798,0.0,0.0
142,2030-01-02 11:30:00,1043.7418799050938,0.0,0.0
143,2030-01-02 11:45:00,843.3404712653573,0.0,0.0
144,2030-01-02 12:00:00,958.4342758382481,0.0,0.0
145,2030-01-02 12:15:00,993.8160654951971,0.0,0.0
146,2030-01-02 12:30:00,1107.0057045133472,0.0,0.0
147,2030-01-02 12:45:00,1076.8679138924963,0.0,0.0
148,2030-01-02 13:00:00,1100.7806036911934,0.0,0.0
149,2030-01-02 13:15:00,1948.2787907048878,0.0,0.0
150,2030-01-02 13:30:00,2371.0578665485446,0.0,0.0
151,2030-01-02 13:45:00,1987.0117997017078,0.0,0.0
152,2030-01-02 14:00:00,1865.0920511447694,0.0,0.0
153,2030-01-02 14:15:00,2135.3912231094073,0.0,0.0
154,2030-01-02 14:30:00,2818.5572347104753,0.0,0.0
155,2030-01-02 14:45:00,3612.8224418821555,0.0,0.0
156,2030-01-02 15:00:00,4637.6514131278345,0.0,0.0
157,2030-01-02 15:15:00,5472.119831728523,0.0,0.0
158,2030-01-02 15:30:00,5651.9657153981825,0.0,0.0
159,2030-01-02 15:45:00,5608.320971386993,0.0,0.0
160,2030-01-02 16:00:00,6282.06138681192,0.0,0.0
161,2030-01-02 16:15:00,6985.257023253122,0.0,0.0
162,2030-01-02 16:30:00,7069.78988430517,0.0,0.0
163,2030-01-02 16:45:00,7148.579236230993,0.0,0.0
164,2030-01-02 17:00:00,7293.165729375667,0.0,0.0
165,2030-01-02 17:15:00,7107.266643378025,0.0,0.0
166,2030-01-02 17:30:00,6738.51590178142,0.0,0.0
167,2030-01-02 17:45:00,6411.838313631033,0.0,0.0
168,2030-01-02 18:00:00,6362.705027844524,0.0,0.0
169,2030-01-02 18:15:00,6224.243204240738,0.0,0.0
170,2030-01-02 18:30:00,6134.027626898358,0.0,0.0
171,2030-01-02 18:45:00,6212.253128560675,0.0,0.0
172,2030-01-02 19:00:00,6283.251087517976,0.0,0.0
173,2030-01-02 19:15:00,6358.680160851567,0.0,0.0
174,2030-01-02 19:30:00,6283.137485694428,0.0,0.0
175,2030-01-02 19:45:00,6279.3630476646285,0.0,0.0
176,2030-01-02 20:00:00,5764.971358676234,0.0,0.0
177,2030-01-02 20:15:00,5421.575451057566,0.0,0.0
178,2030-01-02 20:30:00,5107.2710273995835,0.0,0.0
179,2030-01-02 20:45:00,4850.763489803474,0.0,0.0
180,2030-01-02 21:00:00,4973.323182926713,0.0,0.0
181,2030-01-02 21:15:00,4948.388240309971,0.0,0.0
182,2030-01-02 21:30:00,4993.104049630936,0.0,0.0
183,2030-01-02 21:45:00,4628.319799141329,0.0,0.0
184,2030-01-02 22:00:00,4504.8284142634075,0.0,0.0
185,2030-01-02 22:15:00,4242.3709347407785,0.0,0.0
186,2030-01-02 22:30:00,4020.0215493897413,0.0,0.0
187,2030-01-02 22:45:00,3760.8875308107854,0.0,0.0
188,2030-01-02 23:00:00,3704.8255345545203,0.0,0.0
189,2030-01-02 23:15:00,3656.9894068118047,0.0,0.0
190,2030-01-02 23:30:00,3539.2581383724064,0.0,0.0
191,2030-01-02 23:45:00,3081.859151598579,0.0,0.0
192,2030-01-03 00:00:00,3082.7508466777035,0.0,0.0
193,2030-01-03 00:15:00,2993.6233954358904,0.0,0.0
194,2030-01-03 00:30:00,2891.0933121542257,0.0,0.0
195,2030-01-03 00:45:00,2983.7671309902053,0.0,0.0
196,2030-01-03 01:00:00,3016.981466043151,0.0,0.0
197,2030-01-03 01:15:00,2733.750615529165,0.0,0.0
198,2030-01-03 01:30:00,2806.740844931943,0.0,0.0
199,2030-01-03 01:45:00,2936.8946540549714,0.0,0.0
200,2030-01-03 02:00:00,2900.720874027569,0.0,0.0
201,2030-01-03 02:15:00,2988.693036724935,0.0,0.0
202,2030-01-03 02:30:00,3303.9631379996335,0.0,0.0
203,2030-01-03 02:45:00,3392.9698408123095,0.0,0.0
204,2030-01-03 03:00:00,3542.6281771623344,0.0,0.0
205,2030-01-03 03:15:00,3902.0016767388443,0.0,0.0
206,2030-01-03 03:30:00,3498.563674860221,0.0,0.0
207,2030-01-03 03:45:00,3515.0142819336616,0.0,0.0
208,2030-01-03 04:00:00,3937.323826870832,0.0,0.0
209,2030-01-03 04:15:00,4272.79861668774,0.0,0.0
210,2030-01-03 04:30:00,4515.477609955087,0.0,0.0
211,2030-01-03 04:45:00,4641.499262481275,0.0,0.0
212,2030-01-03 05:00:00,5117.09874071659,0.0,0.0
213,2030-01-03 05:15:00,5309.7082061045185,0.0,0.0
214,2030-01-03 05:30:00,5550.023501116404,0.0,0.0
215,2030-01-03 05:45:00,6018.076795189914,0.0,0.0
216,2030-01-03 06:00:00,6772.337709349773,0.0,0.0
217,2030-01-03 06:15:00,7275.793574748965,0.0,0.0
218,2030-01-03 06:30:00,7801.76025391724,0.0,0.0
219,2030-01-03 06:45:00,8330.415493947006,0.0,0.0
220,2030-01-03 07:00:00,8864.492238698485,0.0,0.0
221,2030-01-03 07:15:00,9352.017816700682,0.0,0.0
222,2030-01-03 07:30:00,9561.872488147077,0.0,0.0
223,2030-01-03 07:45:00,9963.880824542914,0.0,0.0
224,2030-01-03 08:00:00,10303.786080837892,0.0,0.0
225,2030-01-03 08:15:00,10463.46572003602,0.0,0.0
226,2030-01-03 08:30:00,10645.226861765366,0.0,0.0
227,2030-01-03 08:45:00,10572.093459428612,0.0,0.0
228,2030-01-03 09:00:00,10520.302405723203,0.0,0.0
229,2030-01-03 09:15:00,10655.682596287483,0.0,0.0
230,2030-01-03 09:30:00,10506.234145941944,0.0,0.0
231,2030-01-03 09:45:00,10335.384662247186,0.0,0.0
232,2030-01-03 10:00:00,10342.932680127798,0.0,0.0
233,2030-01-03 10:15:00,10557.44553503253,0.0,0.0
234,2030-01-03 10:30:00,10631.367430963732,0.0,0.0
235,2030-01-03 10:45:00,10736.163176261007,0.0,0.0
236,2030-01-03 11:00:00,10692.18530169031,0.0,0.0
237,2030-01-03 11:15:00,10444.360577982397,0.0,0.0
238,2030-01-03 11:30:00,10665.594197218195,0.0,0.0
239,2030-01-03 11:45:00,10491.36093325062,0.0,0.0
240,2030-01-03 12:00:00,10154.831071130406,0.0,0.0
241,2030-01-03 12:15:00,9979.849917640442,0.0,0.0
242,2030-01-03 12:30:00,9789.740975109537,0.0,0.0
243,2030-01-03 12:45:00,9801.923066392379,0.0,0.0
244,2030-01-03 13:00:00,9673.171323830004,0.0,0.0
245,2030-01-03 13:15:00,9482.474847749356,0.0,0.0
246,2030-01-03 13:30:00,9431.514840903248,0.0,0.0
247,2030-01-03 13:45:00,9587.701465440456,0.0,0.0
248,2030-01-03 14:00:00,9855.700622913959,0.0,0.0
249,2030-01-03 14:15:00,10125.296925381506,0.0,0.0
250,2030-01-03 14:30:00,10402.185239058475,0.0,0.0
251,2030-01-03 14:45:00,10780.960950534214,0.0,0.0
252,2030-01-03 15:00:00,11116.088095523355,0.0,0.0
253,2030-01-03 15:15:00,11365.110746678101,0.0,0.0
254,2030-01-03 15:30:00,11654.41289102811,0.0,0.0
255,2030-01-03 15:45:00,11784.92624776215,0.0,0.0
256,2030-01-03 16:00:00,12211.202621077291,0.0,0.0
257,2030-01-03 16:15:00,12292.16920517692,0.0,0.0
258,2030-01-03 16:30:00,12410.735911171876,0.0,0.0
259,2030-01-03 16:45:00,12386.597779853046,0.0,0.0
260,2030-01-03 17:00:00,12429.935963952219,0.0,0.0
261,2030-01-03 17:15:00,12278.295882488133,0.0,0.0
262,2030-01-03 17:30:00,12166.105041365448,0.0,0.0
263,2030-01-03 17:45:00,11879.321535034502,0.0,0.0
264,2030-01-03 18:00:00,11438.81319893611,0.0,0.0
265,2030-01-03 18:15:00,11161.706403727583,0.0,0.0
266,2030-01-03 18:30:00,10834.401558178826,0.0,0.0
267,2030-01-03 18:45:00,10316.691051082544,0.0,0.0
268,2030-01-03 19:00:00,9823.425048616007,0.0,0.0
269,2030-01-03 19:15:00,9132.715325983649,0.0,0.0
270,2030-01-03 19:30:00,8494.889395462644,0.0,0.0
271,2030-01-03 19:45:00,7926.289865024837,0.0,0.0
272,2030-01-03 20:00:00,7166.0596494491365,0.0,0.0
273,2030-01-03 20:15:00,6461.180076030123,0.0,0.0
274,2030-01-03 20:30:00,5732.774425352551,0.0,0.0
275,2030-01-03 20:45:00,5074.176654225152,0.0,0.0
276,2030-01-03 21:00:00,4416.4926046332985,0.0,0.0
277,2030-01-03 21:15:00,3942.075918032944,0.0,0.0
278,2030-01-03 21:30:00,3746.620997994978,0.0,0.0
279,2030-01-03 21:45:00,3527.1214715741517,0.0,0.0
280,2030-01-03 22:00:00,3141.664213846201,0.0,0.0
281,2030-01-03 22:15:00,2698.5135196168667,0.0,0.0
282,2030-01-03 22:30:00,2076.6955966410897,0.0,0.0
283,2030-01-03 22:45:00,1463.624305371497,0.0,0.0
284,2030-01-03 23:00:00,930.9503378319205,0.0,0.0
285,2030-01-03 23:15:00,230.76091570076824,0.0,0.0
286,2030-01-03 23:30:00,-121.43075967773984,121.43075967773984,121.43075967773984
287,2030-01-03 23:45:00,-533.0528978243092,654.483657502049,533.0528978243092
288,2030-01-04 00:00:00,-495.71217507989786,1150.195832581947,495.71217507989786
289,2030-01-04 00:15:00,-746.2058924186204,1896.4017250005672,746.2058924186204
290,2030-01-04 00:30:00,-1147.4930407519678,3043.894765752535,1147.4930407519678
291,2030-01-04 00:45:00,-1665.7881388066344,4709.682904559169,1665.7881388066344
292,2030-01-04 01:00:00,-1970.2851427043897,6679.968047263559,1970.2851427043897
293,2030-01-04 01:15:00,-2386.7681510314433,9066.736198295002,2386.7681510314433
294,2030-01-04 01:30:00,-2439.296439910475,11506.032638205477,2439.296439910475
295,2030-01-04 01:45:00,-2303.4864129796915,13809.519051185169,2303.4864129796915
296,2030-01-04 02:00:00,-2343.2959789192755,16152.815030104444,2343.2959789192755
297,2030-01-04 02:15:00,-2344.683529949132,18497.498560053577,2344.683529949132
298,2030-01-04 02:30:00,-2188.8013634652852,20686.29992351886,2188.8013634652852
299,2030-01-04 02:45:00,-2103.939475281408,22790.23939880027,2103.939475281408
300,2030-01-04 03:00:00,-1908.5591247096636,24698.798523509933,1908.5591247096636
301,2030-01-04 03:15:00,-2125.771947871901,26824.570471381834,2125.771947871901
302,2030-01-04 03:30:00,-1998.0229934995405,28822.593464881375,1998.0229934995405
303,2030-01-04 03:45:00,-1596.8923928281183,30419.485857709493,1596.8923928281183
304,2030-01-04 04:00:00,-991.5328254395245,31411.018683149017,991.5328254395245
305,2030-01-04 04:15:00,-1331.3358143363948,32742.354497485412,1331.3358143363948
306,2030-01-04 04:30:00,-1758.8117532571669,34501.16625074258,1758.8117532571669
307,2030-01-04 04:45:00,-1525.2875466304613,36026.45379737304,1525.2875466304613
308,2030-01-04 05:00:00,-2052.31481091613,38078.768608289174,2052.31481091613
309,2030-01-04 05:15:00,-1577.262647828251,39656.03125611742,1577.262647828251
310,2030-01-04 05:30:00,-1968.3592486763846,41624.3905047938,1968.3592486763846
311,2030-01-04 05:45:00,-2252.028535736361,43876.41904053016,2252.028535736361
312,2030-01-04 06:00:00,-2639.012510405526,46515.43155093569,2639.012510405526
313,2030-01-04 06:15:00,-3216.014395512746,49731.44594644844,3216.014395512746
314,2030-01-04 06:30:00,-3279.626721370172,53011.07266781861,3279.626721370172
315,2030-01-04 06:45:00,-3272.5541337402283,56283.62680155884,3272.5541337402283
316,2030-01-04 07:00:00,-2670.5520611711763,58954.17886273002,2670.5520611711763
317,2030-01-04 07:15:00,-2583.544952458731,61537.72381518875,2583.544952458731
318,2030-01-04 07:30:00,-2305.0774706927477,63842.8012858815,2305.0774706927477
319,2030-01-04 07:45:00,-2025.9510452071772,65868.75233108868,2025.9510452071772
320,2030-01-04 08:00:00,-1821.0231108152802,67689.77544190396,1821.0231108152802
321,2030-01-04 08:15:00,-1824.2443427170947,69514.01978462105,1824.2443427170947
322,2030-01-04 08:30:00,-2095.167269432717,71609.18705405376,2095.167269432717
323,2030-01-04 08:45:00,-1940.8031288260026,73549.99018287976,1940.8031288260026
324,2030-01-04 09:00:00,-2406.602987809387,75956.59317068914,2406.602987809387
325,2030-01-04 09:15:00,-2429.0186629309137,78385.61183362006,2429.0186629309137
326,2030-01-04 09:30:00,-2935.660827717944,81321.27266133801,2935.660827717944
327,2030-01-04 09:45:00,-3204.646229909813,83000.0,3204.646229909813
328,2030-01-04 10:00:00,-3340.459568428414,83000.0,0.0
329,2030-01-04 10:15:00,-3613.871585569341,83000.0,0.0
330,2030-01-04 10:30:00,-3628.7933698652814,83000.0,0.0
331,2030-01-04 10:45:00,-3487.1385984748995,83000.0,0.0
332,2030-01-04 11:00:00,-3315.864181583416,83000.0,0.0
333,2030-01-04 11:15:00,-3443.8958854210905,83000.0,0.0
334,2030-01-04 11:30:00,-3764.926289166753,83000.0,0.0
335,2030-01-04 11:45:00,-3726.6919407771566,83000.0,0.0
336,2030-01-04 12:00:00,-3773.718785311212,83000.0,0.0
337,2030-01-04 12:15:00,-3903.4123362479368,83000.0,0.0
338,2030-01-04 12:30:00,-3984.9278114965964,83000.0,0.0
339,2030-01-04 12:45:00,-4093.4706469813354,83000.0,0.0
340,2030-01-04 13:00:00,-4085.6704628007683,83000.0,0.0
341,2030-01-04 13:15:00,-4008.601208024542,83000.0,0.0
342,2030-01-04 13:30:00,-3972.357011371074,83000.0,0.0
343,2030-01-04 13:45:00,-3981.640893889111,83000.0,0.0
344,2030-01-04 14:00:00,-3751.263316637396,83000.0,0.0
345,2030-01-04 14:15:00,-3220.9957900628106,83000.0,0.0
346,2030-01-04 14:30:00,-3022.3113253618612,83000.0,0.0
347,2030-01-04 14:45:00,-2697.7350709142265,83000.0,0.0
348,2030-01-04 15:00:00,-2660.432391886381,83000.0,0.0
349,2030-01-04 15:15:00,-2563.9566332528702,83000.0,0.0
350,2030-01-04 15:30:00,-2682.9262901444163,83000.0,0.0
351,2030-01-04 15:45:00,-2818.1165768574065,83000.0,0.0
352,2030-01-04 16:00:00,-2756.5766281173674,83000.0,0.0
353,2030-01-04 16:15:00,-2611.6641916763037,83000.0,0.0
354,2030-01-04 16:30:00,-2366.681724439175,83000.0,0.0
355,2030-01-04 16:45:00,-2087.623178514197,83000.0,0.0
356,2030-01-04 17:00:00,-1973.3540776704867,83000.0,0.0
357,2030-01-04 17:15:00,-2077.7568667315354,83000.0,0.0
358,2030-01-04 17:30:00,-1966.1937541563748,83000.0,0.0
359,2030-01-04 17:45:00,-1719.9096687921265,83000.0,0.0
360,2030-01-04 18:00:00,-1610.4256965895293,83000.0,0.0
361,2030-01-04 18:15:00,-1765.8781084151415,83000.0,0.0
362,2030-01-04 18:30:00,-1838.7326543580384,83000.0,0.0
363,2030-01-04 18:45:00,-1764.5774506854614,83000.0,0.0
364,2030-01-04 19:00:00,-1806.7092738737738,83000.0,0.0
365,2030-01-04 19:15:00,-2180.1088752854957,83000.0,0.0
366,2030-01-04 19:30:00,-2495.663224645308,83000.0,0.0
367,2030-01-04 19:45:00,-2831.203824658569,83000.0,0.0
368,2030-01-04 20:00:00,-3396.366496304985,83000.0,0.0
369,2030-01-04 20:15:00,-4082.8050209694993,83000.0,0.0
370,2030-01-04 20:30:00,-4494.455970900475,83000.0,0.0
371,2030-01-04 20:45:00,-4856.232599440798,83000.0,0.0
372,2030-01-04 21:00:00,-5026.277977656489,83000.0,0.0
373,2030-01-04 21:15:00,-5249.899354208726,83000.0,0.0
374,2030-01-04 21:30:00,-5496.161338472684,83000.0,0.0
375,2030-01-04 21:45:00,-5614.177627974572,83000.0,0.0
376,2030-01-04 22:00:00,-5300.734882372482,83000.0,0.0
377,2030-01-04 22:15:00,-5556.066970558739,83000.0,0.0
378,2030-01-04 22:30:00,-5869.413238709636,83000.0,0.0
379,2030-01-04 22:45:00,-6164.314320205682,83000.0,0.0
380,2030-01-04 23:00:00,-6287.8259011834125,83000.0,0.0
381,2030-01-04 23:15:00,-6077.182946036504,83000.0,0.0
382,2030-01-04 23:30:00,-6150.805827828215,83000.0,0.0
383,2030-01-04 23:45:00,-6564.611133504113,83000.0,0.0
384,2030-01-05 00:00:00,-6019.470309123426,83000.0,0.0
385,2030-01-05 00:15:00,-5677.779543216766,83000.0,0.0
386,2030-01-05 00:30:00,-5124.013047848828,83000.0,0.0
387,2030-01-05 00:45:00,-4913.826703117233,83000.0,0.0
388,2030-01-05 01:00:00,-5333.977052039547,83000.0,0.0
389,2030-01-05 01:15:00,-5321.05690930409,83000.0,0.0
390,2030-01-05 01:30:00,-5379.745229130636,83000.0,0.0
391,2030-01-05 01:45:00,-5166.456556368081,83000.0,0.0
392,2030-01-05 02:00:00,-4869.559659508057,83000.0,0.0
393,2030-01-05 02:15:00,-4916.9412819702375,83000.0,0.0
394,2030-01-05 02:30:00,-5149.778712732768,83000.0,0.0
395,2030-01-05 02:45:00,-5254.9736812860465,83000.0,0.0
396,2030-01-05 03:00:00,-4939.089680432342,83000.0,0.0
397,2030-01-05 03:15:00,-4790.190607817378,83000.0,0.0
398,2030-01-05 03:30:00,-4791.525207196617,83000.0,0.0
399,2030-01-05 03:45:00,-4592.4363559144585,83000.0,0.0
400,2030-01-05 04:00:00,-4643.055168937644,83000.0,0.0
401,2030-01-05 04:15:00,-4882.261919024419,83000.0,0.0
402,2030-01-05 04:30:00,-5030.316243205933,83000.0,0.0
403,2030-01-05 04:45:00,-4995.643100499445,83000.0,0.0
