Datum von;Datum bis;Biomasse [MW] Originalauflösungen;Wasserkraft [MW] Originalauflösungen;Wind Offshore [MW] Originalauflösungen;Wind Onshore [MW] Originalauflösungen;Photovoltaik [MW] Originalauflösungen;Sonstige Erneuerbare [MW] Originalauflösungen;Kernenergie [MW] Originalauflösungen;Braunkohle [MW] Originalauflösungen;Steinkohle [MW] Originalauflösungen;Erdgas [MW] Originalauflösungen;Pumpspeicher [MW] Originalauflösungen;Sonstige Konventionelle [MW] Originalauflösungen
01.01.2017;01.01.2018;7.080,00;5.446,00;4.131,00;47.042,00;40.834,00;550,00;10.793,00;21.262,00;27.437,00;32.627,00;8.894,00;7.720,00
