Datum von;Datum bis;Biomasse [MW] Originalauflösungen;Wasserkraft [MW] Originalauflösungen;Wind Offshore [MW] Originalauflösungen;Wind Onshore [MW] Originalauflösungen;Photovoltaik [MW] Originalauflösungen;Sonstige Erneuerbare [MW] Originalauflösungen;Kernenergie [MW] Originalauflösungen;Braunkohle [MW] Originalauflösungen;Steinkohle [MW] Originalauflösungen;Erdgas [MW] Originalauflösungen;Pumpspeicher [MW] Originalauflösungen;Sonstige Konventionelle [MW] Originalauflösungen
01.01.2016;01.01.2017;6.815,00;5.514,00;3.283,00;41.168,00;38.686,00;545,00;10.793,00;21.062,00;26.264,00;32.398,00;8.699,00;7.576,00
