,Photovoltaik,Wind Onshore,Wind Offshore
0,0.0,0.16306354450058297,0.33669578053881166
1,0.0,0.1579139137193937,0.3658506581375323
2,0.0,0.15368732996502138,0.402017468323287
3,0.0,0.15171978235522737,0.4007873047115266
4,0.0,0.15184123591138748,0.38651740681510643
5,0.0,0.15103964244073068,0.44212080206667487
6,0.0,0.15198698017877962,0.46438676343953744
7,0.0,0.15276428293820443,0.4715217123877476
8,0.0,0.15286144578313254,0.49686308279001107
9,0.0,0.1520598523124757,0.47582728502890886
10,0.0,0.1516469102215313,0.4606962726042564
11,0.0,0.15198698017877962,0.45725181449132735
12,0.0,0.15300719005052468,0.44630335834666013
13,0.0,0.15572774970851147,0.4360930003690491
14,0.0,0.15645647104547222,0.43129536228318366
15,0.0,0.1565536338904003,0.39045393037273957
16,0.0,0.15701515740380878,0.40423176282445566
17,0.0,0.15706373882627284,0.4364620494525772
18,0.0,0.1564321803342402,0.44851765284782874
19,0.0,0.1532258064516129,0.41444212080206666
20,0.0,0.1469588029537505,0.4171484807479395
21,0.0,0.14224640497473767,0.40349366465739944
22,0.0,0.13874854255732608,0.4100135317997294
23,0.0,0.1376068791294209,0.4128429081067782
24,0.0,0.13503206373882629,0.41641038258088325
25,0.0,0.13082977069568597,0.3968507811538935
26,0.0,0.12599591916051303,0.3977118956821257
27,0.0,0.12220656820831714,0.3973428465985976
28,0.0,0.11773707734162456,0.4396604748431541
29,2.4489396091492384e-05,0.11482219199378157,0.4202238897773404
30,2.4489396091492384e-05,0.11178585308977847,0.42342231516791734
31,2.4489396091492384e-05,0.10792363000388651,0.428958051420839
32,0.0004897879218298477,0.10308977846871356,0.38356501414688154
33,0.00215506685605133,0.09813447337738049,0.3962356993480133
34,0.0071753930548072685,0.09439370384764866,0.3766760979210235
35,0.017020130283587207,0.09094442285270113,0.37753721244925575
36,0.029436254101973845,0.08686358336572095,0.42723582236437446
37,0.043174805309301074,0.08195685969685193,0.42526756058555787
38,0.05730518685409218,0.07692868247182277,0.42723582236437446
39,0.07410491257285595,0.07277497085114652,0.4266207405584943
40,0.09168829896654748,0.0675767586474932,0.4202238897773404
41,0.10772885340647499,0.061479790128254955,0.42034690613851644
42,0.12129597884116178,0.05618441507967353,0.41025956452208145
43,0.1376059166380957,0.05008744656043529,0.42034690613851644
44,0.1508301905275016,0.04532646715895841,0.42354533152909335
45,0.16194837635303913,0.04175573260785076,0.4415057202607947
46,0.17318900915903415,0.0376020209871745,0.4477795546807725
47,0.18315619336827155,0.03315682083171395,0.45835896174191165
48,0.19153156683156194,0.030266226195102993,0.43830729487021775
49,0.19417642160944312,0.027885736494364554,0.4250215278632058
50,0.19669882940686684,0.025675281772250293,0.4379382457866896
51,0.19400499583680267,0.02307617567042363,0.48406938122770327
52,0.18673164519762941,0.020792848814613293,0.48837495386886454
53,0.18087867953176276,0.01739214924212981,0.4945257719276664
54,0.1694421315570358,0.014841624562767199,0.5071964571287981
55,0.1569035607581917,0.013287019043917606,0.5095337679911428
56,0.1414752412205515,0.01246113486202876,0.7560585557879198
57,0.12327961992457266,0.010809366498251068,0.8224873908229795
58,0.10351667727873831,0.00971628449280995,0.8240866035182679
59,0.08578635450849782,0.009181888845705402,0.8263008980194366
60,0.0662438164274869,0.008890400310921105,0.8255627998523803
61,0.04763187539795269,0.008890400310921105,0.8247016853241481
62,0.031199490620561297,0.009327633113097552,0.824209619879444
63,0.01758338639369153,0.009959191605130199,0.8228564399065076
64,0.008057011314100995,0.011246599300427516,0.8206421454053389
65,0.0025713865896067004,0.013335600466381655,0.8187968999876983
66,0.0007836606749277563,0.016517683637776913,0.8199040472382827
67,0.0001714257726404467,0.020064127477652547,0.8171976872924099
68,0.0,0.023197629226583756,0.8106778201500799
69,0.0,0.027205596579867857,0.8093246401771436
70,0.0,0.032403808783521185,0.8034198548406938
71,2.4489396091492384e-05,0.037164788184998056,0.8020666748677574
72,0.0,0.04151282549553051,0.7732808463525649
73,0.0,0.04559366498251069,0.7604871447902571
74,0.0,0.04882432957636999,0.750030754090294
75,0.0,0.05397396035755927,0.7571657030385042
76,0.0,0.060823940924990286,0.7629474720137779
77,0.0,0.06786824718227749,0.7558125230655677
78,0.0,0.07581130975514963,0.7314552835527125
79,0.0,0.08176253400699572,0.7052527986222168
80,0.0,0.08538184998056743,0.692582113421085
81,0.0,0.08732510687912942,0.6875384426128676
82,0.0,0.08800524679362612,0.682371755443474
83,0.0,0.09196463272444617,0.689506704391684
84,0.0,0.09798872910998833,0.7582728502890884
85,0.0,0.10393995336183444,0.7566736375938
86,0.0,0.10911387485425574,0.7542133103702793
87,0.0,0.11151865526622619,0.7309632181080084
88,0.0,0.11346191216478818,0.6887686062246279
89,0.0,0.11712980956082394,0.641899372616558
90,0.0,0.1206033812670035,0.604748431541395
91,0.0,0.12283812670034978,0.5947841062861361
92,0.0,0.12699183832102603,0.6091770205437324
93,0.0,0.1325058297706957,0.5944150572026079
94,0.0,0.13597940147687523,0.5805142083897158
95,0.0,0.13461912164788184,0.5429942182310247
96,0.0,0.13352242526939181,0.47705744864066923
97,0.0,0.13539207916023435,0.39439045393037275
98,0.0,0.13823298182554059,0.29905277401894453
99,0.0,0.14350200642700595,0.24713986960265716
100,0.0,0.14755697006039173,0.23729856070857425
101,0.0,0.15299596319738823,0.22056833558863329
102,0.0,0.16227138899351617,0.20433017591339647
103,0.0,0.16994425431177912,0.1965801451593062
104,0.0,0.17812702523663546,0.16828638208881783
105,0.0,0.18844654346531187,0.15659982777709436
106,0.0,0.20056287192674602,0.13691720998892853
107,0.0,0.2110037962522304,0.12067905031369172
108,0.0,0.21399038623370614,0.11280600319842539
109,0.0,0.21908944229964036,0.11108377414196088
110,0.0,0.2258639025015244,0.0982900725796531
111,0.0,0.23431376683935826,0.09656784352318859
112,0.0,0.2433706616612319,0.08672653462910566
113,0.0,0.2497323411339689,0.07909952023619142
114,0.0,0.2577694247426557,0.08180588018206421
115,0.0,0.2660493205449584,0.08795669824086604
116,0.0,0.2752033402442784,0.0905400418255628
117,0.0,0.28460017213721434,0.10062738344199779
118,0.0,0.29195738160377654,0.11108377414196088
119,0.0,0.29630371986950144,0.12018698486898757
120,0.0,0.3081529549179581,0.13371878459835157
121,0.0,0.31466032170686464,0.13913150449009717
122,0.0,0.31888525387578154,0.15389346783122154
123,0.0,0.3218718438572573,0.15106409152417272
124,0.0,0.3265338379746829,0.14983392791241235
125,0.0,0.33126867575019325,0.15278632058063724
126,0.0,0.33520223328677107,0.16225858039119204
127,0.0,0.3410782883722762,0.1746832328699717
128,0.00039177855388095566,0.34722143687075885,0.1880920162381597
129,0.001175335661642867,0.34731856174820525,0.20789765038750155
130,0.002791422196401809,0.34811984198713775,0.2249969245909706
131,0.005950136787067014,0.3519562746462692,0.23852872432033462
132,0.01087185487019652,0.3539958970726429,0.24160413334973552
133,0.0161118930283543,0.3601633267904871,0.24640177143560094
134,0.02149884814421744,0.3666464123600321,0.24148111698855948
135,0.0273020679735791,0.3697058459995926,0.2439414442120802
136,0.03251761997211932,0.37242534256809084,0.2578422930249723
137,0.037537282693719067,0.37247390500681404,0.28023127075901094
138,0.042165166861437856,0.3774515549759403,0.28490589248370035
139,0.047135857263802476,0.37902983423444375,0.3037273957436339
140,0.050759808887201316,0.37966114593784517,0.3524418747693443
141,0.05651405639732785,0.38216211153208907,0.375076885225735
142,0.06253765166324754,0.38592570053313574,0.38147373600688894
143,0.06537804617888447,0.38823241637248695,0.3828269159798253
144,0.06856124692916724,0.3875039797916392,0.4033706482962234
145,0.07147509992365685,0.38607138784930534,0.391930126706852
146,0.07123023832748125,0.38743113613355445,0.4009103210727027
147,0.06966312411195742,0.38682410564951464,0.43535490220199285
148,0.06647992336167466,0.3871397615012153,0.4905892483700332
149,0.06469243370959281,0.3879410417401479,0.5359822856439906
150,0.06101950976695884,0.38764966710780874,0.5716570303850412
151,0.055412179214537664,0.38779535442397833,0.6000738098167057
152,0.048188762127357544,0.3900535078246063,0.6533398942059294
153,0.04147955439214618,0.3926758795156582,0.7036535859269283
154,0.03506418057234553,0.39481262681947826,0.7266576454668471
155,0.029260960742983875,0.396730843149044,0.73649895436093
156,0.02272315612509543,0.3961238126650042,0.7319473489974166
157,0.015842545272561143,0.3980905914332931,0.7282568581621356
158,0.010088297762434608,0.4004944321500907,0.7223520728256858
159,0.0058521921485967755,0.40391808408007507,0.7360068889162259
160,0.0028648806752544884,0.40692895528091244,0.7563045885102718
161,0.001273280300113106,0.4093085147783484,0.7495386886455898
162,0.00046523703273363483,0.41341204085045735,0.7695903555172838
163,7.345847885267919e-05,0.4190695649617082,0.7811538934678313
164,0.0,0.42176478031084486,0.7916102841677943
165,0.0,0.42550408809252993,0.7975150695042441
166,0.0,0.4314529868361199,0.7788165826054866
167,0.0,0.43434245194014925,0.7695903555172838
168,0.0,0.43745044801843297,0.766760979210235
169,0.0,0.43779038508949525,0.7491696395620617
170,0.0,0.43694054241183955,0.7410505597244433
171,0.0,0.437984634844388,0.7607331775126092
172,0.0,0.4393686643479987,0.7603641284290811
173,0.0,0.43667344899886207,0.7585188830114405
174,0.0,0.4368191363150316,0.7460942305326609
175,0.0,0.4322542670750524,0.7158322056833559
176,0.0,0.42868492782889844,0.7058678804280969
177,0.0,0.42579546272486907,0.7240743018821503
178,0.0,0.42606255613784655,0.7205068274080453
179,0.0,0.42290599762083964,0.7269036781891992
180,0.0,0.42035646958787254,0.7101734530692582
181,0.0,0.41744272326448156,0.6897527371140362
182,0.0,0.41115388744982934,0.6733915610776233
183,0.0,0.40957560819132593,0.655554188707098
184,0.0,0.3943998460903312,0.6436216016730225
185,0.0,0.3940599090192689,0.6443596998400787
186,0.0,0.3961480938843658,0.6457128798130152
187,0.0,0.3963423436392585,0.6436216016730225
188,0.0,0.3981148726526547,0.6170500676589986
189,0.0,0.40054299458881387,0.6176651494648788
190,0.0,0.4036024282283744,0.6033952515684586
191,0.0,0.4063704872355958,0.5671054250215278
192,0.0,0.4049253534430088,0.5359822856439906
193,0.0,0.40424574486563036,0.5443473982039612
194,0.0,0.404221473130724,0.5486529708451224
195,0.0,0.4030078863854054,0.5390576946733916
196,0.0,0.3955807355040555,0.5274941567228442
197,0.0,0.39744965909184615,0.5281092385287243
198,0.0,0.39747393082675253,0.5126091770205438
199,0.0,0.39706131133334416,0.5119940952146635
200,0.0,0.39621180061162115,0.5197441259687539
201,0.0,0.3994156696192623,0.5099028170746709
202,0.0,0.4003865390155172,0.5058432771558617
203,0.0,0.3985176154277265,0.4884979702300406
204,0.0,0.3966729635748422,0.4856685939229918
205,0.0,0.3949982138663025,0.49920039365235575
206,0.0,0.3932749206879501,0.4844384303112314
207,0.0,0.39157589924450403,0.4754582359453807
208,0.0,0.39084774719731286,0.4737360068889162
209,0.0,0.3880807694179864,0.4544224381842785
210,0.0,0.38973124739161974,0.49378767376061017
211,0.0,0.3883963019717693,0.4688153524418748
212,0.0,0.3884933889113948,0.44630335834666013
213,0.0,0.38788659553873545,0.43154139500553573
214,0.0,0.38844484544158203,0.42219215155615697
215,0.0,0.3883720302368629,0.3932833066797884
216,0.0,0.397571017766378,0.39574363390330913
217,0.0,0.3947554965172388,0.40361668101857545
218,0.0,0.39084774719731286,0.3700332144175175
219,0.0,0.3883963019717693,0.34813630212818303
220,0.0,0.3874982477802335,0.3362037150941075
221,0.0,0.3869399978773869,0.331037027924714
222,0.0,0.386551650118885,0.32956083159060157
223,0.0,0.38448855265184334,0.30311231393775373
224,0.0005386243279772745,0.3804837163922919,0.29880674129659246
225,0.001077248655954549,0.3769400430959616,0.31086234469184404
226,0.0015913900599328562,0.3750711195081709,0.30421946118833804
227,0.003598989827848152,0.372862391631691,0.31775126091770206
228,0.006928667491707667,0.37082356589955573,0.3422315167917333
229,0.011213179191526895,0.3667459144352852,0.33263624062000247
230,0.015228378727357486,0.35961002437281175,0.3708943289457498
231,0.019268061187187043,0.35548382943872847,0.40853733546561694
232,0.022916016863033132,0.35356636238112504,0.41333497355148235
233,0.026980182246861655,0.3539304384047206,0.41837864435969985
234,0.030260894062723236,0.3524498625754319,0.4637716816336573
235,0.03405574728256312,0.3464304723186516,0.48333128306064704
236,0.038683019918367895,0.33657614794666446,0.4888670193135687
237,0.04308994623818196,0.3299014208474121,0.49575593553942676
238,0.04612582881405387,0.3232266937481597,0.5110099643252553
239,0.05006757957788756,0.3161878906253117,0.4993234100135318
240,0.05146310624582868,0.30917335923737016,0.4718907614712757
241,0.053201393849755335,0.3033481428598408,0.4566367326854472
242,0.05266276952177806,0.29927049139557027,0.4288350350596629
243,0.0529320816857667,0.2957510898341463,0.4268667732808464
244,0.05018999419788239,0.2950229377869551,0.4327715586172961
245,0.04913722846592681,0.29584817677377173,0.45626768360191905
246,0.04539134109408485,0.2939792531859811,0.4693074178865789
247,0.042110629278223274,0.29322682940388356,0.4904662320088572
248,0.037826117578404046,0.29339673154822815,0.5194980932464017
249,0.0321460792106437,0.29312974246425805,0.5164226842170009
250,0.027176045638853393,0.2960180789181164,0.5415180218969123
251,0.02235290961105689,0.2995860239493531,0.5481609054004183
252,0.017456324811263486,0.30468308827969126,0.5648911305203592
253,0.012486291239473181,0.3086151093345236,0.5790380120556033
254,0.008030399071661183,0.3119160652817902,0.5838356501414688
255,0.004970033571790305,0.3163577927696563,0.6128675113790134
256,0.002742087487884306,0.31863933585085535,0.598228564399065
