,Photovoltaik,Wind Onshore,Wind Offshore
0,0.0,0.4963188053481507,0.7978697651900266
1,0.0,0.4971870116339642,0.7990801258775115
2,0.0,0.5071887480465359,0.7988380537400145
3,0.0,0.4934363604792499,0.7993221980150085
4,0.0,0.5085605139781212,0.7998063422900025
5,0.0,0.5093071713839208,0.7988380537400145
6,0.0,0.50423684667477,0.7988380537400145
7,0.0,0.5133182844243792,0.7978697651900266
8,0.0,0.5021010592116687,0.7981118373275236
9,0.0,0.515488800138913,0.7978697651900266
10,0.0,0.5044625803090814,0.7978697651900266
11,0.0,0.5106615731897899,0.7973856209150327
12,0.0,0.4810036464664004,0.7976276930525297
13,0.0,0.47004688313943394,0.7976276930525297
14,0.0,0.4623893036985588,0.7981118373275236
15,0.0,0.46247612432714014,0.7983539094650206
16,0.0,0.4680326445563466,0.7985959816025175
17,0.0,0.45909011981246745,0.7981118373275236
18,0.0,0.4529605834346241,0.7971435487775357
19,0.0,0.4562597673207154,0.7966594045025418
20,0.0,0.4744052786942177,0.7973856209150327
21,0.0,0.4669734328876541,0.7976276930525297
22,0.0,0.4598020489668345,0.7942386831275721
23,0.0,0.45990623372113215,0.7925441781650931
24,0.0,0.46490710192741797,0.7903655289276205
25,0.0,0.4629623198471957,0.776083272815299
26,0.0,0.46205938530994967,0.7634955216654563
27,0.0,0.4591943045667651,0.7530864197530864
28,0.0,0.47318978989407884,0.7298474945533769
29,0.0,0.47162701857961453,0.7003146937787461
30,0.0,0.47266886612259074,0.6882110869038973
31,0.0,0.4663483243618684,0.6751391914790608
32,4.6724605177086255e-05,0.4655322104532037,0.672718470104091
33,0.0006541444724792075,0.4626150373328703,0.6497216170418785
34,0.004228576768526306,0.45693696822364993,0.6310820624546115
35,0.01128399215026633,0.4498524049314117,0.6322924231420963
36,0.020745724698626296,0.440232679284598,0.6335027838295813
37,0.030160732641809178,0.4402500434103143,0.6322924231420963
38,0.04130455097654425,0.43420732766105224,0.6272089082546599
39,0.05403700588730025,0.4307518666435145,0.6276930525296538
40,0.06882534342584805,0.4323667303351276,0.6092955700798838
41,0.08681431641902626,0.4238235804827227,0.5780682643427741
42,0.1035183627698346,0.4162528216704289,0.5369160009682885
43,0.11807307728249697,0.4059558951206807,0.5146453643185669
44,0.12772170825156529,0.4009897551658274,0.49794238683127573
45,0.13893561349406597,0.39977426636568847,0.5204550956184943
46,0.1458274927576862,0.403021357874631,0.5468409586056645
47,0.1482104476217176,0.40003472825143255,0.5444202372306948
48,0.15320998037566583,0.38984198645598195,0.523117889130961
49,0.15047659097280627,0.3792845980204897,0.5124667150810942
50,0.1476731146621811,0.3675117207848585,0.4531590413943355
51,0.14757966545182694,0.36054870637263414,0.40716533526991044
52,0.1426969442108214,0.36393471088730683,0.37037037037037035
53,0.1375338753387534,0.35763153325230074,0.35463568143306706
54,0.12858611344734136,0.3468657753082132,0.3449527959331881
55,0.12244182786655453,0.3442090640736239,0.31784071653352697
56,0.11237267545089244,0.35995832609828093,0.2541757443718228
57,0.10069152415662087,0.358291370029519,0.20769789397240376
58,0.0885197645079899,0.34771661746831045,0.16218833212297265
59,0.07485281749369217,0.3545754471262372,0.1365286855482934
60,0.05938697318007663,0.3786247612432714,0.11716291454853546
61,0.04373423044575273,0.39071019274179547,0.09876543209876543
62,0.02803476310625175,0.38932106268449385,0.10675381263616558
63,0.01345668629100084,0.3835040805695433,0.11716291454853546
64,0.0034108961779272967,0.374804653585692,0.1345921084483176
65,0.00030370993365106064,0.3661225907275569,0.12611958363592352
66,0.0,0.35900329918388607,0.11256354393609296
67,9.344921035417251e-05,0.35122417086299706,0.13725490196078433
68,0.0,0.34504254210800483,0.14282256112321473
69,0.0,0.34330612953637785,0.14040183974824497
70,0.0,0.34332349366209414,0.13894940692326313
71,0.0,0.3442611564507727,0.1541999515855725
72,0.0,0.3429067546449036,0.19002662793512468
73,0.0,0.33965966313596113,0.18639554587267004
74,0.0,0.3395554783816635,0.177438876785282
75,0.0,0.335023441569717,0.177680948922779
76,0.0,0.3303698558777566,0.18155410312273057
77,0.0,0.3328008334780344,0.20551924473493102
78,0.0,0.33413787115818716,0.23480997337206488
