Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
20.04.2023 06:30;20.04.2023 06:45;13.858,75;9.503,00;1,00
20.04.2023 06:45;20.04.2023 07:00;14.081,00;9.682,75;2,25
20.04.2023 07:00;20.04.2023 07:15;14.321,75;9.877,00;3,50
20.04.2023 07:15;20.04.2023 07:30;14.539,75;9.976,00;3,75
20.04.2023 07:30;20.04.2023 07:45;14.737,25;10.025,75;3,75
20.04.2023 07:45;20.04.2023 08:00;14.986,75;10.145,00;3,00
20.04.2023 08:00;20.04.2023 08:15;15.179,25;10.098,25;2,25
20.04.2023 08:15;20.04.2023 08:30;15.361,25;10.153,25;2,00
20.04.2023 08:30;20.04.2023 08:45;15.441,75;10.079,50;3,00
20.04.2023 08:45;20.04.2023 09:00;15.515,25;9.950,75;3,75
20.04.2023 09:00;20.04.2023 09:15;15.206,75;9.538,00;1,50
20.04.2023 09:15;20.04.2023 09:30;15.293,00;9.334,50;0,75
20.04.2023 09:30;20.04.2023 09:45;15.356,50;9.081,25;2,25
20.04.2023 09:45;20.04.2023 10:00;15.412,50;8.880,75;40,00
20.04.2023 10:00;20.04.2023 10:15;15.419,00;8.667,25;39,50
20.04.2023 10:15;20.04.2023 10:30;15.541,50;8.658,00;44,50
20.04.2023 10:30;20.04.2023 10:45;15.587,00;8.603,25;288,75
20.04.2023 10:45;20.04.2023 11:00;15.573,75;8.488,75;294,75
20.04.2023 11:00;20.04.2023 11:15;15.730,50;8.570,25;66,50
20.04.2023 11:15;20.04.2023 11:30;15.779,00;8.485,00;79,00
20.04.2023 11:30;20.04.2023 11:45;15.853,25;8.385,00;124,75
20.04.2023 11:45;20.04.2023 12:00;15.874,00;8.251,00;88,25
20.04.2023 12:00;20.04.2023 12:15;16.025,75;8.305,50;263,75
20.04.2023 12:15;20.04.2023 12:30;15.973,00;8.176,75;418,50
20.04.2023 12:30;20.04.2023 12:45;15.886,50;7.937,50;361,50
20.04.2023 12:45;20.04.2023 13:00;15.905,75;7.834,25;506,50
20.04.2023 13:00;20.04.2023 13:15;15.808,00;7.514,75;646,25
20.04.2023 13:15;20.04.2023 13:30;15.712,00;7.180,00;756,25
20.04.2023 13:30;20.04.2023 13:45;15.605,00;6.927,00;875,50
